X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
6,143,143M,M,1,PI 173857,juncea,hybrid,0.000103878,0.000138504,1.333333333,0.0029784,5027838,256.9154762,5.760271371,238,640,215,18984.76279,0.168411297,NA,NA,NA,NA,NA,0.0029784,86259.56091,256.9154762,0.168411297,44.60127998,4.820489459,4/20/14,1735.8,1025.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,2,134.924,92.894,127181.645,84.689,57.613,67418.325,48.207,10.582,23561.459,37.643,11.758,23507.803,41.26,54.819,8.534272329,NA
7,157,157M,M,1,CGN06620,nigra,parent,9.00E-05,0.000228532,2.538461538,0.0029784,5020070,223.1731038,5.011480376,239,467,130,28161.36923,0.249815749,NA,NA,NA,NA,NA,0.0029784,74930.53445,223.1731038,0.249815749,44.53237109,2.919224753,4/20/14,1797.7,2417,0.72,169.1,IRGA_5,20-Apr-14,20.528558,0.28745058,484.1018066,979.3497314,740.9130859,495.2479248,0.505690571,1.395048,398.8435,1498.911,Aven Nelson,2,146.451,76.72,115236.447,61.728,13.257,43655.459,57.489,12.346,30498.711,44.233,12.346,NA,54.374,45.433,6.161348488,0.321549379
8,184,184M,M,1,CGN14031,oleracea,parent,9.70E-05,0.000193906,2,0.0029784,4927024,224.605148,5.138885983,187,531,178,23867.26966,0.211723364,NA,NA,NA,NA,NA,0.0029784,75411.34435,224.605148,0.211723364,43.70697244,4.072576755,4/20/14,3862.7,1525,0.16,111.9,IRGA_5,20-Apr-14,21.54475,0.27720486,590.3349609,1067.908325,831.4963379,477.5733643,0.447204458,1.496128,399.4467,1500.595,Aven Nelson,3,130.517,107.517,118139.345,83.513,68.357,72993.944,30.661,9.479,21433.859,16.503,9.74,14563.484,80.796,54.116,6.020475007,0.722037534
9,191,191M,M,1,CGN03969,carinata,hybrid,0.000124654,0.000207756,1.666666667,0.0029784,5008432,223.9400336,5.040387328,223,466,139,27128.02158,0.24064906,NA,NA,NA,NA,NA,0.0029784,75188.03171,223.9400336,0.24064906,44.42913195,3.128577893,4/20/14,2820.6,3626.1,0.42,203.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,248.101,177.547,221846.626,110.548,75.287,92358.525,59.976,11.758,29977.698,40.046,8.479,19317.924,48.943,64.532,9.224223814,0.240270005
10,196,196M,M,1,CGN06627,nigra,parent,8.31E-05,0.000214681,2.583333333,0.001399,11668284,132.3655241,5.796054539,123,343,115,83109.34783,0.162661699,10,4288,728,0.00137363,NA,0.00137363,94614.38461,129.9651571,0.156815652,22.01641108,5.223376308,4/20/14,745.8,387.6,0.16,33.9,Berry,20-Apr-14,15.518111,0.1322506,NA,NA,NA,3.534667969,NA,1.517964,399.6737,1502.033,AV,3,242.21,193.122,211069.43,128.16,69.371,100572.648,41.446,6.614,21118.919,12.79,7.94,18376.99,15.244,36.507,9.35032434,0.449675516
11,198,198M,M,1,PI120923,juncea,hybrid,9.85E-05,0.00015753,1.6,0.001399,12182290,215.3912173,9.033657653,345,810,250,39633.704,0.077571125,10,4288,728,0.00137363,NA,0.00137363,153960.8416,211.4852308,0.074783226,22.98626812,10.87605864,4/15/14,646.7,470.3,0.1,38.5,IRGA_4,14-Apr-14,23.994796,0.34059584,327.5712891,676.4587402,470.2385254,348.8874512,0.5157557,1.41312,399.7924,1499.491,Aven Nelson,3,145.527,129.705,141053.815,92.609,47.619,20158.544,29.995,8.862,20158.544,19.036,11.464,19018.536,15.29,35.504,9.079742709,0.397142857
12,208,208M,M,1,CGN03952,carinata,hybrid,0.000145429,0.000214681,1.476190476,0.001399,12156598,234.5811264,9.859288679,436,1011,309,32674.79612,0.063951144,10,4288,728,0.00137363,NA,0.00137363,167677.7172,230.3271427,0.061652745,22.93779093,13.47121878,4/15/14,1648.8,1044.2,0.13,100.3,Berry,14-Apr-14,24.00901,0.22994752,593.9614258,1185.255005,805.4613647,591.2935791,0.498874568,1.689994,400.1991,1500.496,Aven Nelson,3,147.396,125.224,138498.518,66.19,46.746,58719.738,40.574,11.464,22095.624,23.08,10.054,22066.851,42.399,49.769,7.643303551,0.422721834
13,210,210M,M,1,CGN03976,carinata,hybrid,0.000124654,0.000166205,1.333333333,0.00152905,4874664,171.1838942,NA,462,963,282,12969.73404,0.030323159,12.5,4288,876,0.00114155,NA,0.00114155,111954.4123,127.8015594,0.016901333,6.352352108,NA,4/16/14,1389.4,357.1,0.36,92.3,IRGA_4,15-Apr-14,20.667623,0.27459552,358.5820313,715.3574219,512.5212402,356.7753906,0.498737246,1.625466,400.8623,1501.165,Microscopy Core,4,134.283,107.343,102682.412,82.883,65.79,64772.34,32.445,10.811,21058.355,23.441,5.405,11370.019,33.244,36.47,6.325270845,0.360173348
14,219,219M,M,1,CGN06897,napus,hybrid,0.00017313,0.000263158,1.52,0.001399,12021474,161.8658374,6.879581943,238,434,109,87572.72477,0.171397424,10,4288,728,0.00137363,NA,0.00137363,115701.0989,158.9305005,0.165237417,22.68283094,4.805396658,4/13/14,2737.6,894.7,0.2,76.4,IRGA_4,12-Apr-14,21.554725,0.32122031,335.1577148,632.2646484,470.1743164,297.1069336,0.469909134,1.623688,399.0607,1500.524,AV,4,153.439,89.359,121105.232,112.881,88.183,94100.42,30.57,6.173,18407.317,18.519,4.262,15058.836,51.887,40.146,5.573307426,0.679149215
15,222,222M,M,1,CGN14070,oleracea,parent,0.000166205,0.000290859,1.75,0.001399,10825292,173.3911163,8.183739448,308,629,168,50734.79167,0.099298185,10,4288,728,0.00137363,NA,0.00137363,123939.3255,170.2467756,0.095729417,20.42580372,8.224890551,NA,1082.1,637.7,0.15,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,141.093,125.224,132926.01,79.385,61.754,72942.62,37.548,12.377,25559.973,20.282,9.498,14292.091,NA,NA,NA,NA
16,232,232M,M,1,CGN14113,napus,hybrid,6.93E-05,0.000166205,2.4,0.001399,12199360,186.4140188,7.807393934,247,682,221,46257.0362,0.090534317,10,4288,728,0.00137363,NA,0.00137363,133248.0478,183.0335158,0.087280523,23.01847681,9.600982804,4/17/14,1500.7,707.7,0.1,78.1,IRGA_3,17-Apr-14,23.298335,0.34857849,376.3334961,746.6560059,522.8769531,370.3225098,0.495974728,1.526847,400.0738,1499.191,Aven Nelson,2,188.569,151.789,170426.515,104.651,65.844,76270.883,36.449,8.314,20703.663,24.719,7.055,15609.399,31.537,37.353,6.651434195,0.403802817
17,236,236M,M,NA,NA,NA,NA,NA,NA,NA,0.001399,12097516,154.5722144,6.528295352,206,434,123,74264.34146,0.145350243,10,4288,728,0.00137363,NA,0.00137363,110487.6443,151.7691428,0.140126369,22.8263115,5.388518421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,249,249M,M,1,CGN07230,napus,hybrid,7.62E-05,0.00017313,2.272727273,0.001399,9926035,98.94311888,5.093008076,101,213,60,121450.35,0.237702746,10,4288,728,0.00137363,NA,0.00137363,70724.17361,97.1488466,0.229159732,18.72903222,3.203582508,4/20/14,3161.1,2941.5,0.2,200,Berry,20-Apr-14,28.364982,0.38085596,NA,NA,NA,4.503417969,NA,1.406488,400.1411,1500.334,Aven Nelson,2,140.281,112.118,130049.551,76.725,62.616,72036.679,33.521,7.937,21024.825,15.095,5.291,14899.421,68.743,71.899,8.67178715,0.343715
19,281,281M,M,2,PI 257240,juncea,hybrid,5.54E-05,0.000180055,3.25,0.001399,12148882,124.5674219,5.23881103,148,288,74,116342.1892,0.227705049,10,4288,728,0.00137363,NA,0.00137363,89040.33014,122.3084687,0.219521351,22.92323192,3.228166092,4/17/14,5023.7,5465.6,0.24,NA,IRGA_3,17-Apr-14,12.05909,0.14814845,474.6503906,820.0483398,646.4799805,345.3979492,0.421192182,1.542012,399.7456,1501.692,AV,3,222.222,176.367,186078.684,122.281,73.486,92412.96,32.334,6.173,21770.574,24.25,4.409,20982.055,93.98,56.058,5.782556421,0.204794073
20,322,322M,M,2,CGN17374,napus,hybrid,0.000214681,0.000290859,1.35483871,0.0029784,5005854,290.2130552,6.535408219,281,819,275,14944.62909,0.13257181,NA,NA,NA,NA,NA,0.0029784,97439.24766,290.2130552,0.13257181,44.40626285,6.192820164,4/13/14,1456.9,546.7,0.11,59.4,IRGA_4,12-Apr-14,21.051841,0.23594443,278.3630371,513.4006348,379.6157227,235.0375977,0.457805429,1.540503,399.9178,1499.304,Aven Nelson,3,111.167,83.687,98080.339,85.864,47.046,64803.928,28.243,14.158,23576.234,19.988,11.816,16338.817,38.582,42.664,6.868615449,0.64952862
21,351,351M,M,2,CGN07129,oleracea,parent,0.000180055,0.000290859,1.615384615,0.001399,12156598,291.5368258,12.25309883,NA,NA,NA,18606.53195,0.036416723,10,4288,728,0.00137363,NA,0.00137363,NA,286.2499857,0.035107909,22.93779093,NA,4/16/14,742.1,88.9,0.17,12.1,IRGA_4,15-Apr-14,16.839932,0.22471183,323.4377441,597.1523438,443.8171387,273.7145996,0.458366449,1.663715,400.3544,1498.917,Aven Nelson,3,95.254,73.198,88276.737,93.512,64.591,71239.607,28.232,7.985,18649.938,19.42,7.055,13009.776,21.277,26.088,5.655689898,NA
22,356,356M,M,2,CGN06813,rapa,parent,3.94E-05,9.19E-05,2.333333333,0.0029784,5021358,145.1208661,3.257936606,142,167,29,73591.34483,NA,NA,NA,NA,NA,NA,0.0029784,48724.43797,145.1208661,NA,44.54379677,0.651044637,4/27/14,NA,NA,NA,NA,IRGA_5,26-Apr-14,13.854613,0.10147614,596.5883789,1210.155151,994.7047119,613.5667725,0.507014966,1.627736,400.4461,1501.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.885,64.387,6.410396479,0.217565236
23,363,363M,M,2,CGN06619,nigra,parent,8.31E-05,0.00015928,1.916666667,0.001399,12196548,165.2663463,6.92328273,248,506,135,72319.17778,0.141543167,10,4288,728,0.00137363,NA,0.00137363,118131.77,162.2693433,0.136456119,23.01317096,5.866205932,4/21/14,1321.6,1969.7,0.51,122.4,IRGA_4,20-Apr-14,17.548777,0.2041702,333.923584,658.4787598,521.8261719,324.5551758,0.492886325,1.432876,399.4184,1499.645,Aven Nelson,2,106.793,74.074,92632.252,82.011,49.383,58888.485,26.587,8.818,15771.924,22.046,7.985,16807.729,36.192,43.548,7.23872241,0.295686275
24,393,393M,M,2,PI 173857,juncea,hybrid,0.000166205,0.000242382,1.458333333,0.001399,10364335,184.3094119,9.085956274,322,768,228,37647.97807,0.07368466,10,4288,728,0.00137363,NA,0.00137363,131743.6826,180.9670747,0.07103644,19.55604268,11.65880049,4/21/14,402.5,378.8,0.08,27.3,IRGA_4,20-Apr-14,17.689356,0.20072634,310.3977051,570.4345703,442.4025879,260.0368652,0.455857479,1.510519,399.1794,1500.736,Aven Nelson,3,133.3,104.882,122113.82,76.426,47.163,68192.069,27.043,10.582,28441.098,35.449,9.479,18439.2,10.661,28.901,8.851439358,0.390512821
25,407,407M,M,2,CGN06620,nigra,parent,0.000110803,0.000152355,1.375,0.0029784,3430235,186.6104671,6.132620346,190,508,170,14958.64118,0.13269611,NA,NA,NA,NA,NA,0.0029784,62654.60215,186.6104671,0.13269611,30.42915695,5.586746956,4/18/14,1217.3,1796.4,0.47,153.1,IRGA_4,18-Apr-14,23.63184,0.32807046,266.2941895,554.5544434,408.5290527,288.2602539,0.519805147,1.419601,399.6469,1502.174,Aven Nelson,2,112.899,70.586,95388.179,72.936,47.031,55670.645,27.043,14.109,23540.463,22.371,9.406,18773.582,39.12,37.376,5.975763455,0.255519268
26,416,416M,M,2,CGN06709 ,rapa,parent,0.000145429,0.000263158,1.80952381,0.0029784,3424481,192.2515151,6.32861919,258,468,123,20492.46341,0.181785908,NA,NA,NA,NA,NA,0.0029784,64548.58821,192.2515151,0.181785908,30.37811399,4.048967623,4/17/14,1249.5,1395.3,0.18,142.8,Berry,17-Apr-14,17.029926,0.16342976,575.2314453,1139.394531,780.6353149,564.1630859,0.495142877,1.596744,399.9412,1500.93,Aven Nelson,2,180.914,131.708,156241.738,101.451,83.489,87911.25,49.397,9.479,25098.059,24.719,10.84,18419.759,31.757,43.013,7.632731751,0.222387955
27,434,434M,M,2,CGN14031,oleracea,parent,NA,NA,1.371428571,0.0029784,5026540,353.606618,7.93021926,334,1184,448,9511.59375,0.084376079,NA,NA,NA,NA,NA,0.0029784,118723.6832,353.606618,0.084376079,44.5897656,10.04714858,4/21/14,1818.9,390.7,0.21,43.3,IRGA_4,20-Apr-14,17.531111,0.28726649,347.6303711,597.4335938,461.2102051,249.8032227,0.418127178,1.488983,400.1677,1500.693,Aven Nelson,3,108.498,85.542,92377.996,101.415,74.158,86720.679,23.81,14.219,19479.671,27.563,7.937,15319.342,42.035,46.638,7.193403008,0.970785219
28,441,441M,M,2,CGN03969,carinata,hybrid,4.92E-05,9.52E-05,1.933333333,0.0029784,5009730,245.2696383,5.519038506,235,596,188,21521.39362,0.190913411,NA,NA,NA,NA,NA,0.0029784,82349.46223,245.2696383,0.190913411,44.44064633,4.230361516,4/17/14,1866.5,1752.5,0.2,163.1,IRGA_5,17-Apr-14,34.651833,NA,551.2026367,1274.249756,781.578125,723.0471191,0.567429671,1.470722,400.6792,1498.031,AV,2,161.082,121.105,135033.392,164.609,NA,NA,38.801,6.173,25650.955,27.337,7.055,19363.026,37.856,49.793,8.092839578,0.232103004
29,448,448M,M,2,PI120923,juncea,hybrid,0.000108302,0.00015753,1.454545455,0.0029784,5031722,251.2189625,5.628202732,199,604,213,19148.73709,0.169865891,NA,NA,NA,NA,NA,0.0029784,84346.95222,251.2189625,0.169865891,44.63573443,4.771961361,4/16/14,1773.1,1182.6,0.2,96.4,IRGA_3,15-Apr-14,23.937714,0.38681353,385.1777344,760.8508301,522.03125,375.6730957,0.493753941,1.327619,399.8108,1497.912,Aven Nelson,2,185.54,141.49,156429.147,100.003,56.437,82440.612,43.504,10.582,25080.951,22.463,9.479,18624.386,35.638,51.863,8.687623133,0.369688797
30,458,458M,M,2,CGN03952,carinata,hybrid,0.000101738,0.000164094,1.612903226,0.0029784,5008432,276.6780393,6.227401418,267,752,253,16677.06719,0.147940038,NA,NA,NA,NA,NA,0.0029784,92894.85606,276.6780393,0.147940038,44.42913195,5.69446192,4/15/14,2099.5,1014.2,0.1,103.3,IRGA_4,14-Apr-14,27.754404,0.37404878,315.7282715,637.0732422,447.286377,321.3449707,0.504408205,1.397178,399.717,1498.35,Microscopy Core,3,140.057,116.342,123298.352,91.062,60.468,74942.781,28.885,9.91,22091.551,22.684,6.861,14922.49,51.241,54.013,7.545525676,0.496040658
31,460,460M,M,2,CGN03976,carinata,hybrid,0.000144402,0.000200194,1.386363636,0.0029784,5022660,394.8487557,8.861983701,391,NA,NA,7747.977982,0.068731279,NA,NA,NA,NA,NA,0.0029784,132570.7614,394.8487557,0.068731279,44.55534664,12.23197755,4/21/14,3172.5,1164.1,0.3,101.9,IRGA_4,20-Apr-14,25.052798,0.4806548,365.8410645,732.8344727,524.0966797,366.9934082,0.500786224,1.408762,400.8618,1501.459,Aven Nelson,4,145.599,118.169,132852.913,79.443,65.262,75518.914,42.337,9.859,20247.194,31.746,10.582,19191.947,57.124,78.773,10.42240824,0.560588813
32,472,472M,M,2,CGN14070,oleracea,parent,9.19E-05,0.000147684,1.607142857,0.0029784,5013606,191.8172414,4.312919906,193,348,87,40646.83908,0.360572686,NA,NA,NA,NA,NA,0.0029784,64402.78048,191.8172414,0.360572686,44.47502981,1.956153832,4/23/14,3425.1,2654.5,0.3,193.9,IRGA_4,21-Apr-14,30.376813,0.6046541,350.2277832,707.692627,507.6101074,357.4648438,0.505113138,1.391353,400.9629,1500.098,Aven Nelson,3,176.383,140.041,156385.6,121.157,92.953,106604.736,31.746,14.109,25426.22,30.593,10.84,16536.336,58.196,47.496,6.226019382,0.30013409
33,482,482M,M,2,CGN14113,napus,hybrid,5.58E-05,0.000101738,1.823529412,0.001399,6862944,97.37559717,7.249436497,147,285,75,68026.92,0.133142356,10,3216,348,0.0028736,NA,0.0028736,69603.71492,200.0132352,0.561737527,56.67128825,1.323421477,4/21/14,4057.3,2839.4,0.48,217,IRGA_4,21-Apr-14,28.767699,0.53611112,297.2600098,592.8571777,415.5895996,295.597168,0.498597603,1.44638,399.4364,1500.069,Aven Nelson,3,174.189,105.758,165868.817,100.314,58.322,82194.103,33.438,7.776,19841.27,24.884,6.999,17310.857,73.807,56.446,6.570287821,0.340124424
34,499,499M,M,2,CGN07230,napus,hybrid,0.000114866,0.000114866,1,0.001399,10129349,126.0356562,6.357354993,148,356,115,73482.18584,0.143819408,10,4288,728,0.00137363,NA,0.00137363,90089.81855,123.7500775,0.138650551,19.11265714,6.016955107,4/21/14,1576,813.6,0.12,55.1,IRGA_4,20-Apr-14,23.025732,0.33634392,306.5063477,598.059082,426.7138672,291.5527344,0.487498214,1.534928,399.7891,1499.46,Aven Nelson,3,151.686,133.157,141690.695,84.73,66.161,74709.399,33.51,10.582,18010.725,21.237,8.818,16500.565,31.264,41.348,7.394898827,0.567404719
36,525,525M,M,NA,NA,NA,NA,NA,NA,NA,0.001399,12105291,177.3662004,7.486178869,496,465,68,90083.89706,0.176312293,NA,NA,NA,NA,NA,0.001399,126780.7008,177.3662004,0.176312293,23.69248765,2.87010807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,531,531M,M,3,PI 257240,juncea,hybrid,0.000124711,0.000177221,1.421052632,0.001399,6659952,118.1076583,9.060904035,230,467,128,37735.39844,0.07385576,10,3216,348,0.0028736,NA,0.0028736,84422.91514,242.5976889,0.311602957,54.99506619,2.327481515,4/21/14,NA,2524.9,0.34,183.9,IRGA_4,20-Apr-14,21.915356,0.2020808,325.0517578,632.9973145,486.050293,307.9455566,0.486487935,1.513182,400.1684,1498.874,Aven Nelson,3,154.331,112.024,146212.623,100.591,57.38,78165.971,53.857,15.095,26175.857,28.274,7.11,19133.625,NA,60.872,5.196001949,0.746302338
38,532,532M,M,3,PI 459020 ,rapa,parent,0.000108302,0.000144402,1.333333333,0.0029784,5022660,223.6057495,5.018606438,233,470,134,30397,0.269647731,NA,NA,NA,NA,NA,0.0029784,75075.79555,223.6057495,0.269647731,44.55534664,3.007495399,4/17/14,503.3,1054.3,0.13,114.1,IRGA_3,17-Apr-14,27.803247,0.55984896,363.7314453,790.9260254,518.2983398,427.1945801,0.540119514,1.424276,399.2227,1500.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,25.609,7.108128558,0.11375986
39,559,559M,M,3,CGN06710 ,rapa,parent,0.00010502,0.000150966,1.4375,0.0029784,5022660,195.0670285,4.378083513,165,351,102,36553.66667,0.324262699,NA,NA,NA,NA,NA,0.0029784,65493.89891,195.0670285,0.324262699,44.55534664,2.289287542,4/13/14,1195.7,820,0.21,73.7,IRGA_4,13-Apr-14,24.88557,0.49633573,339.3400879,789.5620117,611.2451172,450.2219238,0.570217307,1.655358,399.6034,1501.708,Aven Nelson,3,141.138,111.282,123576.545,87.413,51.215,67817.25,25.588,12.471,19086.19,30.915,6.887,18783.691,32.617,40.733,7.132214408,0.44256445
40,572,572M,M,3,CGN17374,napus,hybrid,3.94E-05,0.000101738,2.583333333,0.0029784,5016176,156.0895024,3.507800484,133,229,57,59533.64912,0.528115057,NA,NA,NA,NA,NA,0.0029784,52407.16572,156.0895024,0.528115057,44.49782794,1.280961401,4/13/14,2145.3,1379.1,0.26,111.6,IRGA_4,12-Apr-14,25.630714,0.47752799,282.751709,560.3354492,411.501709,277.5837402,0.495388505,1.37891,400.0175,1499.776,Aven Nelson,2,124.417,98.772,116190.601,107.002,50.681,79805.996,36.619,10.582,24972.083,34.601,8.23,19960.247,45.958,53.495,7.891010685,0.411810036
41,585,585M,M,3,CGN07145,rapa,parent,5.25E-05,0.000118147,2.25,0.0029784,5022660,182.8046735,4.102867271,149,316,94,39582.30851,0.351129377,NA,NA,NA,NA,NA,0.0029784,61376.80414,182.8046735,0.351129377,44.55534664,2.109735578,4/26/14,3428.3,2466.9,0.64,188.8,IRGA_5,23-Apr-14,22.90085,0.30427931,450.4985352,879.9663086,635.5429688,429.4677734,0.488050246,1.481209,400.3921,1499.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.474,57.617,7.471143317,0.315010593
42,596,596M,M,3,PI 633094,juncea,hybrid,6.56E-05,0.000154248,2.35,0.0029784,2988916,148.2070836,5.589709078,147,368,116,20305.31897,0.180125775,NA,NA,NA,NA,NA,0.0029784,49760.6378,148.2070836,0.180125775,26.514275,4.375001769,4/15/14,1395.9,1030.7,0.19,99.3,Berry,14-Apr-14,30.003016,0.5440996,575.0512695,1240.535522,819.5001221,665.4842529,0.536449171,1.523088,399.2611,1502.097,Aven Nelson,2,173.022,143.45,159013.994,87.008,55.274,73152.581,39.994,11.758,28102.828,30.593,7.152,22104.178,31.087,42.905,7.695174981,0.31306143
43,601,601M,M,3,CGN07129,oleracea,parent,9.19E-05,0.000154248,1.678571429,0.0029784,4934202,241.5972568,5.519618066,203,572,194,21291.77835,0.188876525,NA,NA,NA,NA,NA,0.0029784,81116.45743,241.5972568,0.188876525,43.77064752,4.43219397,4/21/14,4176.3,2112.7,0.29,149.8,IRGA_4,20-Apr-14,21.235084,0.36339018,341.626709,641.3725586,483.7016602,299.7458496,0.467350599,1.547322,399.7858,1498.125,Aven Nelson,3,150.817,122.332,141209.342,122.422,88.254,108073.682,39.976,7.436,27656.467,30.229,9.406,19373.913,79.873,55.077,6.162689377,0.533197597
44,603,603M,M,3,PI 459018 ,rapa,parent,0.000124711,0.000137839,1.105263158,0.0029784,5022660,296.3841145,6.652043737,328,826,264,15540.13258,0.137854442,NA,NA,NA,NA,NA,0.0029784,99511.18538,296.3841145,0.137854442,44.55534664,5.925214816,4/17/17,978.8,960.7,0.11,91.7,Berry,16-Apr-14,33.138217,0.56323572,560.7741699,1201.844971,793.062561,641.0708008,0.533405569,1.488697,400.2575,1501.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.706,37.048,7.453556527,0.269422028
45,606,606M,M,3,CGN06813,rapa,parent,8.53E-05,0.000216604,2.538461538,0.0029784,5014900,257.5183967,5.788685247,258,590,177,22865.64407,0.202838077,NA,NA,NA,NA,NA,0.0029784,86461.99189,257.5183967,0.202838077,44.48650871,3.978734343,4/11/14,2058.6,1656.9,0.27,124.3,Berry,11-Apr-14,20.613923,0.30799522,462.1940918,900.7996826,668.7490845,438.6055908,0.486906911,1.43699,400.2719,1498.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.099,43.361,6.318201121,0.378913918
46,613,613M,M,3,CGN06619,nigra,parent,4.27E-05,9.85E-05,2.307692308,0.0029784,4548577,162.7119973,4.032533452,177,280,62,48406.87097,0.429410893,NA,NA,NA,NA,NA,0.0029784,54630.67329,162.7119973,0.429410893,40.3498196,1.536562012,4/12/14,801.9,863.5,0.3,72.6,Berry,11-Apr-14,13.197132,0.09805166,499.7307129,944.5299683,724.553772,444.7992554,0.470921273,1.392049,400.0934,1499.804,Microscopy Core,3,129.03,92.425,107296.486,94.595,43.281,68713.578,35.135,3.604,16054.703,44.153,9.054,16178.07,22.655,38.909,8.174628704,0.312052342
47,626,626M,M,3,CGN06711 ,rapa,parent,0.000137839,0.000154248,1.119047619,0.0029784,5022660,231.1313428,5.18751082,198,490,160,23214.31875,0.205931124,NA,NA,NA,NA,NA,0.0029784,77602.51906,231.1313428,0.205931124,44.55534664,3.591039282,4/11/14,1327.2,1114,0.23,129.7,Berry,11-Apr-14,11.535165,0.07183651,528.050293,913.9944458,699.6629028,385.9441528,0.422260939,1.579852,400.6521,1501.25,Aven Nelson,3,138.448,92.593,117022.666,93.491,71.434,83529.296,36.155,10.655,26080.208,30.034,9.498,18282.119,33.121,42.159,7.325522062,0.25536623
48,640,640M,M,3,PI 470241,juncea,hybrid,4.27E-05,0.000111584,2.615384615,0.0029784,5027838,183.7788434,4.120483616,152,328,91,42347.16484,0.375656048,NA,NA,NA,NA,NA,0.0029784,61703.88243,183.7788434,0.375656048,44.60127998,2.040300189,4/24/14,1595.3,3128.9,0.87,222.5,NA,NA,NA,NA,309.2521973,660.689209,522.979248,351.4370117,NA,NA,NA,NA,Aven Nelson,2,248.089,142.313,201747.96,104.75,64.023,84554.215,36.525,9.406,31337.775,30.773,7.436,19923.699,33.634,39.228,6.764051518,0.151164045
49,643,643M,M,3,PI 173857,juncea,hybrid,0.00010502,0.000144402,1.375,0.001399,9326572,152.1854263,8.337111101,251,557,163,45028.39264,0.088129615,10,4288,728,0.00137363,NA,0.00137363,108781.5771,149.4256377,0.084962245,17.59792983,9.262453115,4/15/14,NA,1136.5,0.15,111.4,IRGA_5,14-Apr-14,23.8342,0.29259716,471.2106934,964.8649902,667.4509277,493.6542969,0.511630437,1.534511,400.7824,1501.605,AV,4,188.125,135.215,167498.732,89.359,51.748,69682.789,66.432,6.761,27919.307,46.443,8.818,18362.215,25.87,45.893,9.022943416,0.232226212
50,657,657M,M,3,CGN06620,nigra,parent,5.91E-05,8.86E-05,1.5,0.001399,8793852,118.3333746,6.875316075,165,349,94,72523.3617,0.141942796,10,4288,728,0.00137363,NA,0.00137363,84584.25631,116.187472,0.136841385,16.59276211,5.665120696,4/13/14,678.7,925.8,0.21,66.8,IRGA_4,12-Apr-14,21.69361,0.3271695,317.9697266,735.2866211,555.2060547,417.3168945,0.567556763,1.632219,398.7815,1500.252,Aven Nelson,2,119.953,91.779,106320.901,57.625,27.068,42415.137,42.393,12.934,21413.641,29.418,11.991,17198.878,21.491,28.43,6.132655198,0.321721557
51,663,663M,M,3,CGN07143 ,rapa,parent,8.20E-05,0.000147684,1.8,0.001399,11593306,128.1727576,5.648758402,150,334,96,85885.73958,0.168095655,10,4288,728,0.00137363,NA,0.00137363,91617.41075,125.8484239,0.162054313,21.87493814,4.38858384,4/12/14,1806.5,1488.6,0.2,103.6,IRGA_5,12-Apr-14,23.33216,0.28566703,471.6965332,949.7470703,703.640625,478.0505371,0.503345103,1.584732,400.7299,1501.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.955,41.711,6.221020049,0.433928571
