X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
81,969,969T,T,4,CGN06897,napus,hybrid,5.91E-05,9.19E-05,1.555555556,0.0029784,5012304,174.4102824,3.92255082,168,300,86,42124,0.373676407,NA,NA,NA,NA,NA,0.0029784,58558.37927,174.4102824,0.373676407,44.46348276,1.934171474,4/15/14,3308.3,2243.9,0.3,179,IRGA_3,15-Apr-14,21.677026,0.31914047,378.4099121,710.7189941,512.611084,332.309082,0.46756747,1.383993,400.6629,1501.474,Aven Nelson,2,176.465,111.755,157202.89,147.203,105.925,122537.63,37.643,15.285,30574.919,46.096,10.647,23799.415,76.781,44.051,5.027231559,0.428944134
82,972,972T,T,4,CGN14070,oleracea,parent,8.86E-05,0.000137839,1.555555556,0.0029784,4907698,178.7878499,4.106710501,248,300,55,50297.26415,0.446180347,NA,NA,NA,NA,NA,0.0029784,60028.15077,178.7878499,0.446180347,43.53553684,1.263335748,4/20/14,2996.8,2234.7,0.3,173.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,5,191.652,165.785,177541.067,142.269,112.875,123669.861,39.976,7.05,22880.254,35.27,8.818,15532.413,56.299,43.979,5.861314294,0.323929804
83,982,982T,T,4,CGN14113,napus,hybrid,6.56E-05,0.000134557,2.05,0.0029784,5038848,146.5024088,3.277535674,103,216,61,57747.42623,0.512269745,NA,NA,NA,NA,NA,0.0029784,49188.29042,146.5024088,0.512269745,44.69895106,1.364685268,4/20/14,3110.9,2646.8,0.31,184.4,Berry,20-Apr-14,32.344048,0.49954562,NA,NA,NA,6.302734375,NA,1.536496,399.2359,1499.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.723,48.179,6.083371943,0.340146421
84,999,999T,T,4,CGN07230,napus,hybrid,6.24E-05,0.000108302,1.736842105,0.001399,12200832,114.5235632,4.79589842,145,245,58,122272.6034,0.239312062,10,4288,728,0.00137363,NA,0.00137363,81861.01733,112.4467492,0.230711208,23.02125427,2.519410947,4/20/14,3459.2,2539.3,0.26,173.6,IRGA_5,20-Apr-14,26.190549,0.63392816,465.8984375,924.487915,667.4064941,458.5894775,0.496047022,1.396806,400.3273,1498.139,AV,4,219.871,181.07,199353.633,114.051,76.426,94225.619,51.73,9.41,19106.408,22.34,9.406,15449.984,71.998,67.336,7.935733922,0.414735023
85,1024,1024T,T,5,PI 459016 ,rapa,parent,0.000114866,0.000160812,1.4,0.001399,11993071,177.8298951,7.575982075,325,614,158,61070.92405,0.119528074,10,4288,728,0.00137363,NA,0.00137363,127112.148,174.6050599,0.115232246,22.62923847,6.982117413,4/25/14,670.9,582.1,0.11,44.7,IRGA_4,23-Apr-14,22.504176,0.31409493,329.0385742,660.5300293,487.2485352,331.4914551,0.499853004,1.558441,400.7362,1499.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.422,37.592,9.572493555,0.345011186
86,1032,1032T,T,5,PI 459020 ,rapa,parent,0.000134557,0.000193631,1.43902439,0.001399,10862346,138.7837413,6.527990741,152,378,120,75347.05,0.147469322,10,4288,728,0.00137363,NA,0.00137363,99202.10246,136.266984,0.142169288,20.49571941,5.854881091,4/17/14,587.1,308.4,0.11,39.6,Berry,17-Apr-14,29.625432,0.41594663,532.3029785,1136.420654,726.9505615,604.1176758,0.531596881,1.298559,399.0253,1497.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.812,27.969,7.033695063,0.399292929
87,1059,1059T,T,5,CGN06710 ,rapa,parent,9.85E-05,0.000190349,1.933333333,0.001399,12159936,148.8004446,6.252266923,234,438,108,86469.31481,0.169237829,10,4288,728,0.00137363,NA,0.00137363,106362.0047,146.1020406,0.163155437,22.94408926,4.707094658,4/11/14,895.6,604.3,0.06,69.9,IRGA_3,11-Apr-14,22.828649,0.35014283,355.3864746,702.7446289,511.6821289,347.3581543,0.494287882,1.4318,400.9773,1501.106,Aven Nelson,3,137.795,80.266,111938.511,86.532,62.61,74486.996,20.301,8.818,19853.712,30.864,7.272,16497.454,23.721,42.333,8.691856544,0.339356223
88,1072,1072T,T,5,CGN17374,napus,hybrid,0.000134557,0.000216604,1.609756098,0.001399,11993369,143.518938,6.1141007,203,373,92,97822.1413,0.191457593,10,4288,728,0.00137363,NA,0.00137363,102586.8035,140.9163108,0.184576625,22.62980076,4.065435705,4/14/14,1244.5,283.1,0.13,29.5,IRGA_3,13-Apr-14,17.99885,0.37428544,353.9882813,652.4458008,520.6591797,298.4575195,0.457444157,1.626833,399.732,1499.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.429,38.24,6.613878173,1.133186441
89,1085,1085T,T,5,CGN07145,rapa,parent,0.000147684,0.000206758,1.4,0.001399,12084534,156.1081862,6.600249315,280,471,104,77917.57692,0.152500359,10,4288,728,0.00137363,NA,0.00137363,111585.5512,153.2772607,0.147019511,22.80181629,4.561040167,4/20/14,4310.6,3714.8,0.51,218.3,Berry,20-Apr-14,29.035072,0.45501986,NA,NA,NA,3.540771484,NA,1.466853,399.9247,1500.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.272,65.723,6.995292775,0.404360971
90,1096,1096T,T,5,PI 633094,juncea,hybrid,9.19E-05,0.000193631,2.107142857,0.0029784,5022660,232.0116327,5.207268043,211,510,159,24543.16352,0.217719129,NA,NA,NA,NA,NA,0.0029784,77898.07706,232.0116327,0.217719129,44.55534664,3.568595287,4/24/14,5375.4,4308.3,1.11,248.5,IRGA_4,22-Apr-14,34.546173,0.56192411,306.6835938,723.5285645,452.7263184,416.8449707,0.57612787,1.435568,400.8407,1498.859,AV,3,170.488,131.687,154704.36,131.687,83.48,112806.348,56.437,9.406,21611.159,25.867,5.879,22614.304,91.892,NA,9.972740018,0.36978672
91,1101,1101T,T,5,CGN07129,oleracea,parent,0.000183785,0.000249422,1.357142857,0.0029784,5021358,329.54259,7.398170204,291,995,NA,11577.12022,0.102699089,NA,NA,NA,NA,NA,0.0029784,110644.168,329.54259,0.102699089,44.54379677,8.216632316,4/21/14,1833.6,633.3,0.28,51,IRGA_4,20-Apr-14,19.28373,0.27964905,339.8969727,629.0698242,485.8010254,289.1728516,0.459683235,1.440359,400.273,1501.195,AV,4,106.996,79.953,99954.431,94.062,56.437,70795.579,12.93,7.937,13739.195,11.758,4.409,12611.629,40.801,42.243,6.613317137,0.800019608
92,1113,1113T,T,5,CGN06619,nigra,parent,5.25E-05,0.000131275,2.5,0.0029784,4975199,222.5489838,5.04253722,192,449,140,28050.72143,0.248834207,NA,NA,NA,NA,NA,0.0029784,74720.98568,222.5489838,0.248834207,44.13432644,3.172134057,4/12/14,542.4,756.4,0.15,77.6,IRGA_4,11-Apr-14,26.088011,0.42636715,269.2497559,542.4401855,371.9521484,273.1904297,0.503632358,1.341808,399.3677,1498.664,Aven Nelson,3,123.485,107.674,118976.855,59.971,28.232,49530.466,30.915,10.582,20312.515,31.795,7.937,18967.212,18.007,32.495,7.657656108,0.232048969
93,1140,1140T,T,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,0.0029784,5023954,201.9991502,4.532500301,185,375,107,33177.5514,0.294313631,NA,NA,NA,NA,NA,0.0029784,67821.36387,201.9991502,0.294313631,44.56682554,2.400888973,4/17/14,1447.6,1053.7,0.12,72,Berry,16-Apr-14,26.969667,0.44241413,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,1.415201,401.1487,1501.184,AV,3,181.07,144.621,165931.027,90.535,64.668,74300.365,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,0.468555556
94,1143,1143T,T,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,0.0029784,5031722,214.4775854,4.805064555,196,454,132,31931.81818,0.283262898,NA,NA,NA,NA,NA,0.0029784,72011.00772,214.4775854,0.283262898,44.63573443,2.957271829,4/13/14,1139.7,1166.3,0.2,92.8,Berry,13-Apr-14,29.83047,0.58628081,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,1.393232,400.5787,1501.749,AV,4,165.785,134.039,147792.771,81.129,54.086,59131.883,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,0.316239224
95,1157,1157T,T,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,0.001399,12051637,165.7675374,7.027777683,314,509,105,84471.6,0.1653279,10,4288,728,0.00137363,NA,0.00137363,118490.0196,162.7614456,0.15938603,22.73974428,4.617466173,4/12/14,872.1,1225.5,0.15,113.4,IRGA_3,12-Apr-14,25.399707,0.36990328,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,1.637751,400.8591,1498.719,AV,3,114.051,74.074,103564.974,79.953,54.086,61189.496,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,0.231190476
96,1163,1163T,T,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,0.001399,6090230.719,99.35963068,8.361715369,155.953125,341.46875,96.84375,47595.29167,0.093153552,10,3216,348,0.0028736,NA,0.0028736,71021.8947,204.0885166,0.393021784,50.29054886,1.924882562,4/11/14,1510.9,966.3,0.21,80.7,Berry,11-Apr-14,12.888196,0.10580698,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,1.508065,400.4841,1499.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,0.45582404
97,1166,1166T,T,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,0.001399,11991644,174.940843,7.453788386,198,584,196,51868.53571,0.10151715,10,4288,728,0.00137363,NA,0.00137363,125047.0643,171.7683989,0.097868633,22.62654593,8.66239154,4/13/14,1653.8,1245.2,0.25,101.3,IRGA_5,13-Apr-14,25.77205,0.2902236,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,1.556939,400.2903,1498.268,Aven Nelson,3,138.459,102.297,118517.274,112.906,78.488,103887.691,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,0.388706811
98,1184,1184T,T,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,0.001399,6226115,98.31565255,8.068078201,141,361,112,46006.79464,0.090044545,10,3216,348,0.0028736,NA,0.0028736,70275.66301,201.9441452,0.379904647,51.41262377,2.178453302,4/17/14,1608.6,223.6,0.27,38,IRGA_4,16-Apr-14,20.36891,0.33729012,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,1.439522,399.5565,1498.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,1.122
99,1191,1191T,T,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,0.001399,6036954,120.7439261,10.21908467,201,548,174,29477.89655,0.057694169,10,3216,348,0.0028736,NA,0.0028736,86307.30958,248.0126848,0.243415999,49.85061226,3.490428545,4/20/14,3168.4,2814.8,0.35,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,0.319155299
100,1196,1196T,T,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,0.0029784,5018780,287.152742,6.449837347,254,829,301,13885.30233,0.123174664,NA,NA,NA,NA,NA,0.0029784,96411.74524,287.152742,0.123174664,44.52092767,6.760865412,4/20/14,NA,1927.8,NA,156.3,Berry,20-Apr-14,24.835506,0.19523127,NA,NA,NA,4.90234375,NA,1.436631,398.7391,1500.307,AV,4,146.97,132.863,139105.848,112.881,71.723,88448.594,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,0.35509277
101,1198,1198T,T,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,0.001399,12187980,140.3846342,5.885081137,189,388,105,89842.11429,0.175839061,10,4288,728,0.00137363,NA,0.00137363,100346.4189,137.8388514,0.169519436,22.99700435,4.565812069,4/20/14,2067.6,2405.1,0.79,124.3,IRGA_5,20-Apr-14,20.418675,0.24327584,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,1.374096,400.2698,1502.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,0.3207321
102,1208,1208T,T,5,CGN03952,carinata,hybrid,8.86E-05,0.000127993,1.444444444,0.001399,5134261,86.69516355,8.627431088,155,333,93,40653.4086,0.079566892,10,3216,348,0.0028736,NA,0.0028736,61969.38067,178.0752123,0.33569865,42.39655534,2.193574437,4/15/14,3317.3,2394.3,0.3,201.5,Berry,14-Apr-14,27.325402,0.37630359,604.5129395,1239.46814,868.9136353,634.9552002,0.512280372,1.401886,398.9775,1500.899,Microscopy Core,2,145.99,113.642,135230.907,110.002,61.321,81986.04,36.981,9.054,21779.888,18.041,7.263,14403.052,72.714,61.927,7.262247129,0.360863524
103,1210,1210T,T,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,0.0029784,4101145,259.1875852,7.124313542,272,808,281,11451.35231,0.101583418,10,4288,728,0.00137363,NA,0.00137363,87022.42318,119.5366111,0.021607092,7.738283899,NA,4/17/14,2505.9,602.8,0.31,72.2,IRGA_4,16-Apr-14,27.32857,0.42833757,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,1.349583,400.7666,1499.982,Aven Nelson,5,216.138,182.616,187521.19,100.529,85.529,98875.078,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,0.747922438
104,1219,1219T,T,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,0.0029784,5022660,173.3297095,3.890211223,188,269,68,45402.42647,0.402758867,NA,NA,NA,NA,NA,0.0029784,58195.578,173.3297095,0.402758867,44.55534664,1.526191695,4/20/14,NA,NA,0.83,365.6,Berry,20-Apr-14,20.051832,0.1981254,NA,NA,NA,4.328125,NA,1.28868,398.8659,1502.396,AV,4,204.586,138.742,189343.181,164.609,96.414,124852.639,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,0.314507659
105,1222,1222T,T,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,0.001399,12176600,148.7566508,6.241872929,191,413,116,83076.90517,0.162598202,10,4288,728,0.00137363,NA,0.00137363,106330.7011,146.0590409,0.156754438,22.97553189,5.048849383,4/15/14,1163.3,709.9,0.06,65.4,Berry,15-Apr-14,27.423702,0.34470984,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,1.321229,400.1766,1499.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,0.40324159
106,1231,1231T,T,5,Ames 2795 ,rapa,parent,0.000124711,0.000167376,1.342105263,0.001399,6278585,88.67021841,7.215734931,127,285,81,56310.58025,0.110211124,10,3216,348,0.0028736,NA,0.0028736,63381.14254,182.1320512,0.46498895,51.84589884,1.562322224,4/18/14,2017,956.2,0.17,103.4,IRGA_3,17-Apr-14,22.694579,0.45830498,396.1630859,795.6689453,563.7729492,399.5058594,0.502100606,1.512579,399.8998,1499.626,Aven Nelson,3,129.633,118.166,121092.012,95.275,68.789,82652.906,22.046,5.646,16300.713,25.588,6.173,16040.984,48.848,50.772,7.264418871,0.472417795
107,1232,1232T,T,5,CGN14113,napus,hybrid,8.86E-05,0.000164094,1.851851852,0.001399,12125387,162.2699445,6.837652885,213,469,133,70619.59398,0.13821674,10,4288,728,0.00137363,NA,0.00137363,115989.9532,159.3272794,0.133249243,22.87890016,5.813216504,4/15/14,1346.4,495.7,0.15,49.2,IRGA_5,14-Apr-14,22.062624,0.27820993,430.0461426,762.9482422,562.838623,332.9020996,0.436336413,1.366189,401.2618,1500.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.992,36.892,6.851617532,0.589268293
108,1249,1249T,T,5,CGN07230,napus,hybrid,9.19E-05,0.000167376,1.821428571,0.001399,6865104,78.56841187,5.847435297,110,198,48,93103.875,0.182222997,10,3216,348,0.0028736,NA,0.0028736,56160.40877,161.3825506,NA,56.68912462,0.846723253,4/20/14,3555.7,2515.7,0.28,178.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.028,68.548,8.133547271,0.398585859
