Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,px_obs,end_points,branch_points,areole_num,areole_pix,skel_length_new_mm,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA,Lf3_dryMg_pred,LMA
603,603T,T,3,PI 459018 ,rapa,parent,0.000124711,0.000137839,1.105263158,5038848,238,568,176,24281.34659,238.9642967,44.69894822,3.937452826,4/17/17,978.8,960.7,0.11,91.7,33.138217,0.56323572,560.7741699,1201.844971,793.062561,641.0708008,0.533405569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.706,37.048,7.453556527,0.269422028,84.20711707,3.40836708
606,606T,T,3,CGN06813,rapa,parent,8.53E-05,0.000216604,2.538461538,5010994,225,417,106,33656.09434,218.364354,44.45185911,2.384602177,4/11/14,2058.6,1656.9,0.27,124.3,20.613923,0.30799522,462.1940918,900.7996826,668.7490845,438.6055908,0.486906911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.099,43.361,6.318201121,0.378913918,148.6296752,3.15568643
613,613T,T,3,CGN06619,nigra,parent,4.27E-05,9.85E-05,2.307692308,3995869,105,213,57,52094.47368,134.1399137,35.44682294,1.608042563,4/12/14,801.9,863.5,0.3,72.6,13.197132,0.09805166,499.7307129,944.5299683,724.553772,444.7992554,0.470921273,3,129.03,92.425,107296.486,94.595,43.281,68713.578,35.135,3.604,16054.703,44.153,9.054,16178.07,22.655,38.909,8.174628704,0.312052342,73.65298618,3.251069794
626,626T,T,3,CGN06711 ,rapa,parent,0.000137839,0.000154248,1.119047619,5013606,224,380,94,34698.54255,213.0757577,44.47502981,2.11354552,4/11/14,1327.2,1114,0.23,129.7,11.535165,0.07183651,528.050293,913.9944458,699.6629028,385.9441528,0.422260939,3,138.448,92.593,117022.666,93.491,71.434,83529.296,36.155,10.655,26080.208,30.034,9.498,18282.119,33.121,42.159,7.325522062,0.25536623,104.9932064,3.169989022
640,640T,T,3,PI 470241,juncea,hybrid,4.27E-05,0.000111584,2.615384615,5017482,142,294,85,42555.02353,179.9205453,44.50941329,1.90970839,4/24/14,1595.3,3128.9,0.87,222.5,NA,NA,309.2521973,660.689209,522.979248,351.4370117,NA,2,248.089,142.313,201747.96,104.75,64.023,84554.215,36.525,9.406,31337.775,30.773,7.436,19923.699,33.634,39.228,6.764051518,0.151164045,120.988472,3.59720735
643,643T,T,3,PI 173857,juncea,hybrid,0.00010502,0.000144402,1.375,12119740,299,686,198,51091.69192,182.8784307,22.86824506,8.65829448,4/15/14,NA,1136.5,0.15,111.4,23.8342,0.29259716,471.2106934,964.8649902,667.4509277,493.6542969,0.511630437,4,188.125,135.215,167498.732,89.359,51.748,69682.789,66.432,6.761,27919.307,46.443,8.818,18362.215,25.87,45.893,9.022943416,0.232226212,NA,NA
657,657T,T,3,CGN06620,nigra,parent,5.91E-05,8.86E-05,1.5,11045755,191,427,134,69953.34127,142.6849699,20.8417864,6.429391294,4/13/14,678.7,925.8,0.21,66.8,21.69361,0.3271695,317.9697266,735.2866211,555.2060547,417.3168945,0.567556763,2,119.953,91.779,106320.901,57.625,27.068,42415.137,42.393,12.934,21413.641,29.418,11.991,17198.878,21.491,28.43,6.132655198,0.321721557,66.30268135,3.085137097
663,663T,T,3,CGN07143 ,rapa,parent,8.20E-05,0.000147684,1.8,9302413,133,265,69,101355.1449,101.2780542,17.5523452,3.931098621,4/12/14,1806.5,1488.6,0.2,103.6,23.33216,0.28566703,471.6965332,949.7470703,703.640625,478.0505371,0.503345103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.955,41.711,6.221020049,0.433928571,133.5889946,2.97161594
684,684T,T,3,CGN14031,oleracea,parent,0.000114866,0.000160812,1.4,5017482,185,423,126,32040.03968,207.6461499,44.50941329,2.830861849,4/20/14,3104,1152.5,0.18,78.9,NA,NA,NA,NA,NA,NA,NA,3,109.914,77.561,95601.006,112.67,83.803,26359.873,46.985,9.054,NA,45.368,7.207,17381.706,65.861,48.802,6.013446622,0.834740177,210.9998754,3.203715028
691,691T,T,3,CGN03969,carinata,hybrid,0.000108302,0.000196912,1.818181818,11472574,226,594,190,51482.36316,167.148315,21.64713383,8.777143501,4/17/14,1631.3,953.6,0.2,114.8,27.734525,0.38022304,441.7900391,920.9967041,601.3168945,479.206665,0.520313116,3,198.71,188.139,189821.425,114.075,78.777,95384.29,37.643,12.987,25154.049,28.243,11.758,18597.837,35.1,51.449,8.684071283,0.305749129,123.1362884,3.508156364
696,696T,T,3,CGN06627,nigra,parent,0.000121429,0.000144402,1.189189189,11784283,298,597,167,54618.32934,173.4213858,22.23528488,7.510585131,4/21/14,1879.5,1151.5,0.47,70.9,30.324957,0.38744102,330.3535156,732.5839844,508.9858398,402.2304688,0.549057142,4,187.537,143.445,162801.06,104.938,39.683,68635.319,42.328,6.47,17855.199,31.305,5.071,19941.584,46.708,70.056,10.25060978,0.658787024,137.9442888,2.953333237
708,708T,T,3,CGN03952,carinata,hybrid,8.53E-05,0.000137839,1.615384615,11819530,205,539,172,57027.19186,165.6459979,22.30179101,7.712385069,4/16/14,1766.3,909.2,0.09,85.4,15.233092,0.1287003,561.03125,985.62323,745.2366943,424.59198,0.430785281,3,143.871,109.404,132636.731,85.556,68.107,81828.616,42.328,13.109,25518.758,20.301,6.716,16008.324,43.139,47.702,7.26275763,0.505140515,131.1905997,3.041113602
710,710T,T,3,CGN03976,carinata,hybrid,0.000137839,0.000170657,1.238095238,4144281,311,606,168,17636.48214,235.6617795,34.2217193,4.909163053,4/21/14,3448.4,1447.8,0.44,128.8,25.688008,0.37258133,387.7373047,792.1630859,566.0117188,404.4257813,0.510533485,3,122.578,98.769,115190.566,81.129,43.21,66639.916,30.864,9.7,19845.936,27.394,7.272,19355.25,66.591,58.727,7.196644461,0.51701087,231.5473185,3.47715635
719,719T,T,3,CGN06897,napus,hybrid,3.94E-05,0.000101738,2.583333333,5034960,151,230,46,74256.1087,158.3440311,44.66445829,1.029901666,4/21/14,5710.8,3581.1,0.49,199.1,25.545467,0.33169962,338.2729492,642.3769531,469.6552734,304.1040039,0.473404288,2,198.43,158.769,177592.39,117.631,88.215,103627.185,54.137,12.934,29665.09,30.593,9.406,20505.59,105.39,55.38,5.394525485,0.529331994,366.5256436,3.477802862
722,722T,T,3,CGN14070,oleracea,parent,8.20E-05,0.000150966,1.84,12185135,228,398,92,98706.32609,147.3888377,22.99163623,4.001455097,4/21/14,1543.8,1205.3,0.19,96.2,27.104242,0.49526562,359.5996094,703.6999512,517.3537598,344.1003418,0.488987304,5,195.179,151.675,167766.238,91.711,56.437,62023.895,65.844,13.521,25719.387,39.683,5.291,20393.388,32.803,36.719,6.411122323,0.340987526,117.9159014,3.594668214
731,731T,T,3,Ames 2795 ,rapa,parent,0.000134557,0.000216604,1.609756098,4728908,268,512,125,27555.872,222.3908448,39.04932175,3.201079927,4/16/14,959.4,266.6,0.12,36.8,21.942204,0.39672757,348.6047363,711.7407227,526.2316895,363.1359863,0.510208247,3,113.811,96.447,109083.826,79.487,52.095,68048.985,23.826,7.11,19452.454,15.873,5.364,15352.003,24.791,39.829,7.999307282,0.673668478,83.0496827,3.349993252
732,732T,T,3,CGN14113,napus,hybrid,6.56E-05,0.000131275,2,6588524,186,416,120,42644.25833,232.786076,54.40524398,2.205669734,4/21/14,1260.5,652.6,0.09,44,20.032299,0.28133984,314.3520508,588.5603027,456.6003418,274.208252,0.469763272,3,156.803,101.962,131310.869,97.577,68.267,83678.602,35.108,10.582,22351.465,21.164,10.655,15822.47,29.878,37.871,6.928369027,0.679045455,101.01378,3.380874891
749,749T,T,3,CGN07230,napus,hybrid,8.53E-05,0.000173939,2.038461538,6579915,184,327,77,62673.1039,212.9822678,54.3341545,1.417156496,4/21/14,2010.6,1287.9,0.21,74.5,14.717031,0.08834469,293.9672852,515.4196777,410.0209961,221.4523926,0.429654517,4,171.664,141.093,151026.63,90.543,64.668,73410.754,34.098,5.879,19598.649,32.922,8.23,18523.962,47.473,53.753,7.801522564,0.637221477,145.76592,3.070501549
774,774T,T,4,PI 459016 ,rapa,parent,0.00015753,0.000177221,1.125,6589842,353,1026,340,16967.86471,NA,54.41612747,6.248147669,4/23/14,639.5,632.5,0.05,33.8,25.975818,0.44611572,545.388916,1092.840698,771.1376953,547.4517822,0.537359489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,38.543,9.042073883,0.537573964,63.96394799,3.520305338
781,781T,T,4,PI 257240,juncea,hybrid,6.89E-05,0.000144402,2.095238095,4879679,129,249,65,53929.27692,154.3566813,40.29432488,1.61313039,4/21/14,4069.7,3744.6,0.23,205,19.023507,0.14003395,308.532959,591.2402344,458.5568848,282.7072754,0.478159738,4,164.609,101.124,137597.243,76.426,45.855,49451.148,41.152,9.406,26935.603,14.109,8.818,15237.691,74.018,46.829,5.443098716,0.361063415,268.615049,3.629050352
782,782T,T,4,PI 459020 ,rapa,parent,3.94E-05,0.000144402,NA,6674999,184,374,99,51758.15152,216.854075,55.11931795,1.796103502,4/25/14,908.7,568.6,0.2,31.9,24.362927,0.58915258,325.9946289,719.328125,539.7817383,393.3334961,0.54680678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.317,39.363,7.673084837,0.824984326,80.02484135,3.040804094
822,822T,T,4,CGN17374,napus,hybrid,0.000111584,0.000154248,1.382352941,5017482,309,667,202,20591.25743,266.150189,44.50941329,4.538365821,4/13/14,1164.9,570.1,0.18,55.6,23.287207,0.34210485,292.5505371,567.9829102,416.833252,275.432373,0.48493074,3,117.578,98.765,103299.024,71.723,43.504,53554.709,43.504,8.23,19722.292,24.691,9.41,18256.457,28.732,48.494,9.047010185,0.51676259,95.31013435,3.317211971
835,835T,T,4,CGN07145,rapa,parent,9.19E-05,0.000167376,1.821428571,5013606,185,366,109,31292.33028,194.3722429,44.47503263,2.450813267,4/20/14,5379.4,3274.2,0.54,195.1,24.840447,0.26389232,479.3933105,932.9456787,679.8183594,453.5523682,0.486150886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.051,68.084,6.806664522,0.512819067,346.7538009,3.465770466
846,846T,T,4,PI 633094,juncea,hybrid,0.000154248,0.000236295,1.531914894,5031722,257,738,249,15817.85542,279.2735956,44.63573443,5.578490041,4/17/14,2895.9,2952.3,0.27,230.6,32.286896,0.75409716,368.3635254,828.104248,536.7348633,459.7407227,0.555172521,3,143.782,117.337,128460.072,95.385,70.547,79892.314,38.174,7.272,22239.486,37.413,8.685,18942.328,62.762,60.201,7.598980291,0.272168257,198.5843037,3.164085015
851,851T,T,4,CGN07129,oleracea,parent,0.000187067,0.00026255,1.403508772,5815861.548,312.260274,852.7671233,272.8082192,19703.09198,306.142352,48.02492432,5.921259921,4/20/14,1830.8,549.2,0.24,63.5,24.405454,0.41687814,501.6030273,929.2022705,665.1804199,427.5992432,0.460178862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.174,39.402,5.996628204,0.679905512,135.0387706,3.127779928
853,853T,T,4,PI 459018 ,rapa,parent,0.000137839,0.000147684,1.071428571,6550584,246,542,152,35785.97368,260.2352533,54.09195151,2.81002988,4/23/14,565.3,714.6,0.22,57.1,29.5358,0.74489881,524.2109375,1184.364868,839.800293,660.1539307,0.557390673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,30.298,8.006495286,0.250788091,59.53705986,4.157615912
856,856T,T,4,CGN06813,rapa,parent,8.53E-05,0.000177221,2.076923077,5034960,122,226,56,58030.73214,155.9960512,44.66445829,1.253793332,4/21/14,NA,4714.5,0.66,329.5,10.93269,0.06228375,326.9675293,563.0273438,452.0908203,236.0598145,0.4301535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.39,63.134,6.00894791,0.335022762,NA,NA
863,863T,T,4,CGN06619,nigra,parent,9.19E-05,0.000173939,1.892857143,6727737,224,504,145,36820.57241,248.463419,55.55480604,2.610035213,4/14/14,704.7,806.7,0.09,62.6,25.271156,0.65670727,358.3525391,792.8662109,612.7011719,434.5136719,0.548028994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.624,33.558,7.389407545,0.329456869,67.85388205,3.290044707
890,890T,T,4,PI 470241,juncea,hybrid,0.000147684,0.000164094,1.111111111,5017482,216,641,217,18102.3318,258.6634583,44.50941329,4.875373184,4/20/14,872.7,735.9,NA,41,29.483756,0.69525155,496.6518555,1056.986328,749.9169922,560.3344727,0.530124617,3,246.259,174.019,218339.508,67.061,55.274,65298.502,45.855,14.109,25955.009,18.812,10.582,18972.655,20.009,31.389,7.017215079,0.48802439,77.877025,3.892099805
893,893T,T,4,PI 173857,juncea,hybrid,7.88E-05,0.000167376,2.125,3849569,122,306,96,31678.78125,157.8406321,34.14901508,2.811208457,4/16/14,1506.8,1017.6,0.17,74.2,28.965935,0.54745952,428.4477539,943.3221436,616.3088379,514.8743896,0.545809714,2,204.815,146.387,169846.402,113.842,68.783,88817.191,65.309,9.7,33131.771,25.815,8.993,15942.225,35.4,53.228,8.946198233,0.477088949,115.7084235,3.268599534
907,907T,T,4,CGN06620,nigra,parent,9.85E-05,0.000134557,1.366666667,5038848,252,644,204,20752.31863,250.4770772,44.69895106,4.563865486,4/13/14,1048.1,1045.9,0.26,84.8,27.417364,0.49767404,NA,NA,NA,NA,NA,3,109.347,82.305,96806.578,61.141,24.691,45988.354,37.625,9.406,16902.6,19.988,5.879,15899.455,34.023,44.271,7.589847143,0.401214623,88.34166354,2.596527747
913,913T,T,4,CGN07143 ,rapa,parent,0.000108302,0.000180503,1.666666667,5028388,196,525,180,23353.48889,237.2247448,44.60615896,4.035317189,4/11/14,1268.5,678.3,0.23,71.3,NA,0.03947212,519.2944336,824.8590698,712.1269531,305.5646362,0.370444658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,32.947,5.998499351,0.423113604,101.4910725,3.364196251
916,916T,T,4,CGN06709 ,rapa,parent,8.20E-05,0.00015753,1.92,5022660,212,466,134,29062.41045,225.0495007,44.55534664,3.007495399,4/12/14,1125.6,1156.9,0.3,99.7,21.947942,0.3433979,487.7287598,953.6000977,698.4916992,465.8713379,0.488539524,2,149.072,111.115,130950.826,113.76,78.503,93829.027,30.877,8.862,21604.938,26.47,7.937,18391.765,28.947,40.777,7.579027635,0.290341023,92.96543484,3.211574078
934,934T,T,4,CGN14031,oleracea,parent,0.000131275,0.000196912,1.5,5016176,269,802,272,15478.68015,279.6604847,44.49782794,6.112657912,4/17/14,1371.9,262.1,0.25,40,16.434089,0.15236736,559.1647949,1007.395447,766.9176025,448.2306519,0.444940121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,32.022,5.547149751,0.8331,107.6600784,3.230706948
946,946T,T,4,CGN06627,nigra,parent,0.000150966,0.000226449,1.5,5017482,328,806,258,15444.42636,295.7872425,44.50941329,5.796526643,4/21/14,1626.6,1283.4,0.28,98.4,29.582212,0.45498393,349.7102051,800.2700195,514.052002,450.5598145,0.563009739,3,135.215,102.293,118457.397,132.863,84.656,100897.698,38.801,11.758,22885.697,33.51,NA,13579.78,40.771,72.175,11.30345242,0.414339431,122.855879,3.013315322
948,948T,T,4,PI120923,juncea,hybrid,0.000118147,0.000144402,1.222222222,5017482,186,633,234,17543.82051,260.8754934,44.50941329,5.257314862,4/17/14,2612.7,2023.6,0.35,138.5,23.938899,0.30388314,538.6828613,1051.375854,744.4862671,512.6929932,0.487640068,4,190.476,138.742,167799.676,81.129,54.086,72667.339,31.746,12.93,18078.379,24.691,9.41,15762.592,47.002,58.7,8.562092831,0.339364621,181.6881485,3.865540795
958,958T,T,4,CGN03952,carinata,hybrid,9.85E-05,0.00015753,1.6,5026540,276,561,151,25149.84768,240.7763906,44.5897656,3.386427311,4/17/14,2744.8,1889.6,0.15,177.5,NA,NA,NA,NA,NA,NA,NA,4,192.828,122.281,160325.081,108.172,102.293,96642.498,50.558,9.406,25587.19,31.746,8.23,13226.736,60.386,57.559,7.407047143,0.340202817,189.5694412,3.139294559
960,960T,T,4,CGN03976,carinata,hybrid,0.000131275,0.00021004,1.6,5008432,356,758,228,17632.08333,293.7863811,44.42913195,5.131768054,4/14/14,3656.9,958.6,0.13,115.8,NA,NA,NA,NA,NA,NA,NA,3,162.296,128.16,150805.315,78.812,67.019,68066.87,49.383,15.465,27350.08,34.179,12.934,26513.349,34.898,41.445,7.015713974,0.301364421,243.9867548,6.991425149
969,969T,T,4,CGN06897,napus,hybrid,5.91E-05,9.19E-05,1.555555556,5012304,168,300,86,42124,174.4102824,44.46348276,1.934171474,4/15/14,3308.3,2243.9,0.3,179,21.677026,0.31914047,378.4099121,710.7189941,512.611084,332.309082,0.46756747,2,176.465,111.755,157202.89,147.203,105.925,122537.63,37.643,15.285,30574.919,46.096,10.647,23799.415,76.781,44.051,5.027231559,0.428944134,223.1887332,2.906822433
972,972T,T,4,CGN14070,oleracea,parent,8.86E-05,0.000137839,1.555555556,4907698,248,300,55,50297.26415,178.7878499,43.53553684,1.263335748,4/20/14,2996.8,2234.7,0.3,173.8,NA,NA,NA,NA,NA,NA,NA,5,191.652,165.785,177541.067,142.269,112.875,123669.861,39.976,7.05,22880.254,35.27,8.818,15532.413,56.299,43.979,5.861314294,0.323929804,204.6041557,3.634241384
982,982T,T,4,CGN14113,napus,hybrid,6.56E-05,0.000134557,2.05,5038848,103,216,61,57747.42623,146.5024088,44.69895106,1.364685268,4/20/14,3110.9,2646.8,0.31,184.4,32.344048,0.49954562,NA,NA,NA,6.302734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.723,48.179,6.083371943,0.340146421,211.4115402,3.370558491
999,999T,T,4,CGN07230,napus,hybrid,6.24E-05,0.000108302,1.736842105,12200832,145,245,58,122272.6034,112.4467492,23.02125427,2.519410947,4/20/14,3459.2,2539.3,0.26,173.6,26.190549,0.63392816,465.8984375,924.487915,667.4064941,458.5894775,0.496047022,4,219.871,181.07,199353.633,114.051,76.426,94225.619,51.73,9.41,19106.408,22.34,9.406,15449.984,71.998,67.336,7.935733922,0.414735023,232.1916634,3.224973797
1024,1024T,T,5,PI 459016 ,rapa,parent,0.000114866,0.000160812,1.4,11993071,325,614,158,61070.92405,174.6050599,22.62923847,6.982117413,4/25/14,670.9,582.1,0.11,44.7,22.504176,0.31409493,329.0385742,660.5300293,487.2485352,331.4914551,0.499853004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.422,37.592,9.572493555,0.345011186,65.83732114,4.269052078
1032,1032T,T,5,PI 459020 ,rapa,parent,0.000134557,0.000193631,1.43902439,10862346,152,378,120,75347.05,136.266984,20.49571941,5.854881091,4/17/14,587.1,308.4,0.11,39.6,29.625432,0.41594663,532.3029785,1136.420654,726.9505615,604.1176758,0.531596881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.812,27.969,7.033695063,0.399292929,60.83768198,3.847564001
1059,1059T,T,5,CGN06710 ,rapa,parent,9.85E-05,0.000190349,1.933333333,12159936,234,438,108,86469.31481,146.1020406,22.94408926,4.707094658,4/11/14,895.6,604.3,0.06,69.9,22.828649,0.35014283,355.3864746,702.7446289,511.6821289,347.3581543,0.494287882,3,137.795,80.266,111938.511,86.532,62.61,74486.996,20.301,8.818,19853.712,30.864,7.272,16497.454,23.721,42.333,8.691856544,0.339356223,79.24327484,3.340638036
1072,1072T,T,5,CGN17374,napus,hybrid,0.000134557,0.000216604,1.609756098,11993369,203,373,92,97822.1413,140.9163108,22.62980076,4.065435705,4/14/14,1244.5,283.1,0.13,29.5,17.99885,0.37428544,353.9882813,652.4458008,520.6591797,298.4575195,0.457444157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.429,38.24,6.613878173,1.133186441,100.0591949,2.993185406
1085,1085T,T,5,CGN07145,rapa,parent,0.000147684,0.000206758,1.4,12084534,280,471,104,77917.57692,153.2772607,22.80181629,4.561040167,4/20/14,4310.6,3714.8,0.51,218.3,29.035072,0.45501986,NA,NA,NA,3.540771484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.272,65.723,6.995292775,0.404360971,282.98752,3.205858257
1096,1096T,T,5,PI 633094,juncea,hybrid,9.19E-05,0.000193631,2.107142857,5022660,211,510,159,24543.16352,232.0116327,44.55534664,3.568595287,4/24/14,5375.4,4308.3,1.11,248.5,34.546173,0.56192411,306.6835938,723.5285645,452.7263184,416.8449707,0.57612787,3,170.488,131.687,154704.36,131.687,83.48,112806.348,56.437,9.406,21611.159,25.867,5.879,22614.304,91.892,NA,9.972740018,0.36978672,346.5151547,3.770895776
1101,1101T,T,5,CGN07129,oleracea,parent,0.000183785,0.000249422,1.357142857,5021358,291,995,NA,11577.12022,329.54259,44.54379677,8.216632316,4/21/14,1833.6,633.3,0.28,51,19.28373,0.27964905,339.8969727,629.0698242,485.8010254,289.1728516,0.459683235,4,106.996,79.953,99954.431,94.062,56.437,70795.579,12.93,7.937,13739.195,11.758,4.409,12611.629,40.801,42.243,6.613317137,0.800019608,135.205823,3.313786991
1113,1113T,T,5,CGN06619,nigra,parent,5.25E-05,0.000131275,2.5,4975199,192,449,140,28050.72143,222.5489838,44.13432644,3.172134057,4/12/14,542.4,756.4,0.15,77.6,26.088011,0.42636715,269.2497559,542.4401855,371.9521484,273.1904297,0.503632358,3,123.485,107.674,118976.855,59.971,28.232,49530.466,30.915,10.582,20312.515,31.795,7.937,18967.212,18.007,32.495,7.657656108,0.232048969,58.17081001,3.230455379
1140,1140T,T,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,5023954,185,375,107,33177.5514,201.9991502,44.56682554,2.400888973,4/17/14,1447.6,1053.7,0.12,72,26.969667,0.44241413,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,3,181.07,144.621,165931.027,90.535,64.668,74300.365,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,0.468555556,112.1764588,3.32512624
1143,1143T,T,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,5031722,196,454,132,31931.81818,214.4775854,44.63573443,2.957271829,4/13/14,1139.7,1166.3,0.2,92.8,29.83047,0.58628081,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,4,165.785,134.039,147792.771,81.129,54.086,59131.883,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,0.316239224,93.80666291,3.196465155
1157,1157T,T,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,12051637,314,509,105,84471.6,162.7614456,22.73974428,4.617466173,4/12/14,872.1,1225.5,0.15,113.4,25.399707,0.36990328,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,3,114.051,74.074,103564.974,79.953,54.086,61189.496,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,0.231190476,77.84122806,2.969112715
1163,1163T,T,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,6090230.719,155.953125,341.46875,96.84375,47595.29167,204.0885166,50.29054886,1.924882562,4/11/14,1510.9,966.3,0.21,80.7,12.888196,0.10580698,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,0.45582404,115.9530359,3.152182572
1166,1166T,T,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,11991644,198,584,196,51868.53571,171.7683989,22.62654593,8.66239154,4/13/14,1653.8,1245.2,0.25,101.3,25.77205,0.2902236,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,3,138.459,102.297,118517.274,112.906,78.488,103887.691,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,0.388706811,124.4786736,3.161282852
1184,1184T,T,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,6226115,141,361,112,46006.79464,201.9441452,51.41262377,2.178453302,4/17/14,1608.6,223.6,0.27,38,20.36891,0.33729012,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,1.122,121.7819708,2.85631792
1191,1191T,T,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,6036954,201,548,174,29477.89655,248.0126848,49.85061226,3.490428545,4/20/14,3168.4,2814.8,0.35,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,0.319155299,214.8420802,3.5317861
1196,1196T,T,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,5018780,254,829,301,13885.30233,287.152742,44.52092767,6.760865412,4/20/14,NA,1927.8,NA,156.3,24.835506,0.19523127,NA,NA,NA,4.90234375,NA,4,146.97,132.863,139105.848,112.881,71.723,88448.594,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,0.35509277,NA,NA
1198,1198T,T,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,12187980,189,388,105,89842.11429,137.8388514,22.99700435,4.565812069,4/20/14,2067.6,2405.1,0.79,124.3,20.418675,0.24327584,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,0.3207321,149.1666293,3.741606573
1208,1208T,T,5,CGN03952,carinata,hybrid,8.86E-05,0.000127993,1.444444444,5134261,155,333,93,40653.4086,178.0752123,42.39655534,2.193574437,4/15/14,3317.3,2394.3,0.3,201.5,27.325402,0.37630359,604.5129395,1239.46814,868.9136353,634.9552002,0.512280372,2,145.99,113.642,135230.907,110.002,61.321,81986.04,36.981,9.054,21779.888,18.041,7.263,14403.052,72.714,61.927,7.262247129,0.360863524,223.7256873,3.076789715
1210,1210T,T,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,4101145,272,808,281,11451.35231,119.5366111,7.738283899,NA,4/17/14,2505.9,602.8,0.31,72.2,27.32857,0.42833757,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,5,216.138,182.616,187521.19,100.529,85.529,98875.078,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,0.747922438,175.3162933,3.246598024
1219,1219T,T,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,5022660,188,269,68,45402.42647,173.3297095,44.55534664,1.526191695,4/20/14,NA,NA,0.83,365.6,20.051832,0.1981254,NA,NA,NA,4.328125,NA,4,204.586,138.742,189343.181,164.609,96.414,124852.639,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,0.314507659,NA,NA
1222,1222T,T,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,12176600,191,413,116,83076.90517,146.0590409,22.97553189,5.048849383,4/15/14,1163.3,709.9,0.06,65.4,27.423702,0.34470984,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,0.40324159,95.21467585,3.61044577
