Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,px_obs,end_points,branch_points,areole_num,areole_pix,skel_length_new_mm,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA,Lf3_dryMg_pred,LMA
363,363M,M,2,CGN06619,nigra,parent,8.31E-05,0.00015928,1.916666667,12196548,248,506,135,72319.17778,162.2693433,23.01317096,5.866205932,4/21/14,1321.6,1969.7,0.51,122.4,17.548777,0.2041702,333.923584,658.4787598,521.8261719,324.5551758,0.492886325,2,106.793,74.074,92632.252,82.011,49.383,58888.485,26.587,8.818,15771.924,22.046,7.985,16807.729,36.192,43.548,7.23872241,0.295686275,104.6591016,2.89177447
393,393M,M,2,PI 173857,juncea,hybrid,0.000166205,0.000242382,1.458333333,10364335,322,768,228,37647.97807,180.9670747,19.55604268,11.65880049,4/21/14,402.5,378.8,0.08,27.3,17.689356,0.20072634,310.3977051,570.4345703,442.4025879,260.0368652,0.455857479,3,133.3,104.882,122113.82,76.426,47.163,68192.069,27.043,10.582,28441.098,35.449,9.479,18439.2,10.661,28.901,8.851439358,0.390512821,49.82415704,4.673497518
407,407M,M,2,CGN06620,nigra,parent,0.000110803,0.000152355,1.375,3430235,190,508,170,14958.64118,186.6104671,30.42915695,5.586746956,4/18/14,1217.3,1796.4,0.47,153.1,23.63184,0.32807046,266.2941895,554.5544434,408.5290527,288.2602539,0.519805147,2,112.899,70.586,95388.179,72.936,47.031,55670.645,27.043,14.109,23540.463,22.371,9.406,18773.582,39.12,37.376,5.975763455,0.255519268,98.43640037,2.516267903
416,416M,M,2,CGN06709 ,rapa,parent,0.000145429,0.000263158,1.80952381,3424481,258,468,123,20492.46341,192.2515151,30.37811399,4.048967623,4/17/14,1249.5,1395.3,0.18,142.8,17.029926,0.16342976,575.2314453,1139.394531,780.6353149,564.1630859,0.495142877,2,180.914,131.708,156241.738,101.451,83.489,87911.25,49.397,9.479,25098.059,24.719,10.84,18419.759,31.757,43.013,7.632731751,0.222387955,100.3575028,3.160169499
434,434M,M,2,CGN14031,oleracea,parent,NA,NA,1.371428571,5026540,334,1184,448,9511.59375,353.606618,44.5897656,10.04714858,4/21/14,1818.9,390.7,0.21,43.3,17.531111,0.28726649,347.6303711,597.4335938,461.2102051,249.8032227,0.418127178,3,108.498,85.542,92377.996,101.415,74.158,86720.679,23.81,14.219,19479.671,27.563,7.937,15319.342,42.035,46.638,7.193403008,0.970785219,134.328798,3.19564168
441,441M,M,2,CGN03969,carinata,hybrid,4.92E-05,9.52E-05,1.933333333,5009730,235,596,188,21521.39362,245.2696383,44.44064633,4.230361516,4/17/14,1866.5,1752.5,0.2,163.1,34.651833,NA,551.2026367,1274.249756,781.578125,723.0471191,0.567429671,2,161.082,121.105,135033.392,164.609,NA,NA,38.801,6.173,25650.955,27.337,7.055,19363.026,37.856,49.793,8.092839578,0.232103004,137.1686885,3.623433234
448,448M,M,2,PI120923,juncea,hybrid,0.000108302,0.00015753,1.454545455,5031722,199,604,213,19148.73709,251.2189625,44.63573443,4.771961361,4/16/14,1773.1,1182.6,0.2,96.4,23.937714,0.38681353,385.1777344,760.8508301,522.03125,375.6730957,0.493753941,2,185.54,141.49,156429.147,100.003,56.437,82440.612,43.504,10.582,25080.951,22.463,9.479,18624.386,35.638,51.863,8.687623133,0.369688797,131.5962983,3.692583712
458,458M,M,2,CGN03952,carinata,hybrid,0.000101738,0.000164094,1.612903226,5008432,267,752,253,16677.06719,276.6780393,44.42913195,5.69446192,4/15/14,2099.5,1014.2,0.1,103.3,27.754404,0.37404878,315.7282715,637.0732422,447.286377,321.3449707,0.504408205,3,140.057,116.342,123298.352,91.062,60.468,74942.781,28.885,9.91,22091.551,22.684,6.861,14922.49,51.241,54.013,7.545525676,0.496040658,151.0698332,2.948221799
460,460M,M,2,CGN03976,carinata,hybrid,0.000144402,0.000200194,1.386363636,5022660,391,NA,NA,7747.977982,394.8487557,44.55534664,12.23197755,4/21/14,3172.5,1164.1,0.3,101.9,25.052798,0.4806548,365.8410645,732.8344727,524.0966797,366.9934082,0.500786224,4,145.599,118.169,132852.913,79.443,65.262,75518.914,42.337,9.859,20247.194,31.746,10.582,19191.947,57.124,78.773,10.42240824,0.560588813,215.0866927,3.765259657
472,472M,M,2,CGN14070,oleracea,parent,9.19E-05,0.000147684,1.607142857,5013606,193,348,87,40646.83908,191.8172414,44.47502981,1.956153832,4/23/14,3425.1,2654.5,0.3,193.9,30.376813,0.6046541,350.2277832,707.692627,507.6101074,357.4648438,0.505113138,3,176.383,140.041,156385.6,121.157,92.953,106604.736,31.746,14.109,25426.22,30.593,10.84,16536.336,58.196,47.496,6.226019382,0.30013409,230.157204,3.954862946
482,482M,M,2,CGN14113,napus,hybrid,5.58E-05,0.000101738,1.823529412,6862944,147,285,75,68026.92,200.0132352,56.67128825,1.323421477,4/21/14,4057.3,2839.4,0.48,217,28.767699,0.53611112,297.2600098,592.8571777,415.5895996,295.597168,0.498597603,3,174.189,105.758,165868.817,100.314,58.322,82194.103,33.438,7.776,19841.27,24.884,6.999,17310.857,73.807,56.446,6.570287821,0.340124424,267.8752456,3.629401623
499,499M,M,2,CGN07230,napus,hybrid,0.000114866,0.000114866,1,10129349,148,356,115,73482.18584,123.7500775,19.11265714,6.016955107,4/21/14,1576,813.6,0.12,55.1,23.025732,0.33634392,306.5063477,598.059082,426.7138672,291.5527344,0.487498214,3,151.686,133.157,141690.695,84.73,66.161,74709.399,33.51,10.582,18010.725,21.237,8.818,16500.565,31.264,41.348,7.394898827,0.567404719,119.8370038,3.833066908
525,525M,M,NA,NA,NA,NA,NA,NA,NA,12105291,496,465,68,90083.89706,177.3662004,23.69248765,2.87010807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,531M,M,3,PI 257240,juncea,hybrid,0.000124711,0.000177221,1.421052632,6659952,230,467,128,37735.39844,242.5976889,54.99506619,2.327481515,4/21/14,NA,2524.9,0.34,183.9,21.915356,0.2020808,325.0517578,632.9973145,486.050293,307.9455566,0.486487935,3,154.331,112.024,146212.623,100.591,57.38,78165.971,53.857,15.095,26175.857,28.274,7.11,19133.625,NA,60.872,5.196001949,0.746302338,NA,NA
532,532M,M,3,PI 459020 ,rapa,parent,0.000108302,0.000144402,1.333333333,5022660,233,470,134,30397,223.6057495,44.55534664,3.007495399,4/17/14,503.3,1054.3,0.13,114.1,27.803247,0.55984896,363.7314453,790.9260254,518.2983398,427.1945801,0.540119514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,25.609,7.108128558,0.11375986,55.83804281,4.301852297
559,559M,M,3,CGN06710 ,rapa,parent,0.00010502,0.000150966,1.4375,5022660,165,351,102,36553.66667,195.0670285,44.55534664,2.289287542,4/13/14,1195.7,820,0.21,73.7,24.88557,0.49633573,339.3400879,789.5620117,611.2451172,450.2219238,0.570217307,3,141.138,111.282,123576.545,87.413,51.215,67817.25,25.588,12.471,19086.19,30.915,6.887,18783.691,32.617,40.733,7.132214408,0.44256445,97.14771056,2.978437948
572,572M,M,3,CGN17374,napus,hybrid,3.94E-05,0.000101738,2.583333333,5016176,133,229,57,59533.64912,156.0895024,44.49782794,1.280961401,4/13/14,2145.3,1379.1,0.26,111.6,25.630714,0.47752799,282.751709,560.3354492,411.501709,277.5837402,0.495388505,2,124.417,98.772,116190.601,107.002,50.681,79805.996,36.619,10.582,24972.083,34.601,8.23,19960.247,45.958,53.495,7.891010685,0.411810036,153.8023329,3.346584553
585,585M,M,3,CGN07145,rapa,parent,5.25E-05,0.000118147,2.25,5022660,149,316,94,39582.30851,182.8046735,44.55534664,2.109735578,4/26/14,3428.3,2466.9,0.64,188.8,22.90085,0.30427931,450.4985352,879.9663086,635.5429688,429.4677734,0.488050246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.474,57.617,7.471143317,0.315010593,230.348121,3.873089435
596,596M,M,3,PI 633094,juncea,hybrid,6.56E-05,0.000154248,2.35,2988916,147,368,116,20305.31897,148.2070836,26.514275,4.375001769,4/15/14,1395.9,1030.7,0.19,99.3,30.003016,0.5440996,575.0512695,1240.535522,819.5001221,665.4842529,0.536449171,2,173.022,143.45,159013.994,87.008,55.274,73152.581,39.994,11.758,28102.828,30.593,7.152,22104.178,31.087,42.905,7.695174981,0.31306143,109.0919559,3.509246821
601,601M,M,3,CGN07129,oleracea,parent,9.19E-05,0.000154248,1.678571429,4934202,203,572,194,21291.77835,241.5972568,43.77064752,4.43219397,4/21/14,4176.3,2112.7,0.29,149.8,21.235084,0.36339018,341.626709,641.3725586,483.7016602,299.7458496,0.467350599,3,150.817,122.332,141209.342,122.422,88.254,108073.682,39.976,7.436,27656.467,30.229,9.406,19373.913,79.873,55.077,6.162689377,0.533197597,274.9749718,3.442652358
603,603M,M,3,PI 459018 ,rapa,parent,0.000124711,0.000137839,1.105263158,5022660,328,826,264,15540.13258,296.3841145,44.55534664,5.925214816,4/17/17,978.8,960.7,0.11,91.7,33.138217,0.56323572,560.7741699,1201.844971,793.062561,641.0708008,0.533405569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.706,37.048,7.453556527,0.269422028,84.20711707,3.40836708
606,606M,M,3,CGN06813,rapa,parent,8.53E-05,0.000216604,2.538461538,5014900,258,590,177,22865.64407,257.5183967,44.48650871,3.978734343,4/11/14,2058.6,1656.9,0.27,124.3,20.613923,0.30799522,462.1940918,900.7996826,668.7490845,438.6055908,0.486906911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.099,43.361,6.318201121,0.378913918,148.6296752,3.15568643
613,613M,M,3,CGN06619,nigra,parent,4.27E-05,9.85E-05,2.307692308,4548577,177,280,62,48406.87097,162.7119973,40.3498196,1.536562012,4/12/14,801.9,863.5,0.3,72.6,13.197132,0.09805166,499.7307129,944.5299683,724.553772,444.7992554,0.470921273,3,129.03,92.425,107296.486,94.595,43.281,68713.578,35.135,3.604,16054.703,44.153,9.054,16178.07,22.655,38.909,8.174628704,0.312052342,73.65298618,3.251069794
626,626M,M,3,CGN06711 ,rapa,parent,0.000137839,0.000154248,1.119047619,5022660,198,490,160,23214.31875,231.1313428,44.55534664,3.591039282,4/11/14,1327.2,1114,0.23,129.7,11.535165,0.07183651,528.050293,913.9944458,699.6629028,385.9441528,0.422260939,3,138.448,92.593,117022.666,93.491,71.434,83529.296,36.155,10.655,26080.208,30.034,9.498,18282.119,33.121,42.159,7.325522062,0.25536623,104.9932064,3.169989022
640,640M,M,3,PI 470241,juncea,hybrid,4.27E-05,0.000111584,2.615384615,5027838,152,328,91,42347.16484,183.7788434,44.60127998,2.040300189,4/24/14,1595.3,3128.9,0.87,222.5,NA,NA,309.2521973,660.689209,522.979248,351.4370117,NA,2,248.089,142.313,201747.96,104.75,64.023,84554.215,36.525,9.406,31337.775,30.773,7.436,19923.699,33.634,39.228,6.764051518,0.151164045,120.988472,3.59720735
643,643M,M,3,PI 173857,juncea,hybrid,0.00010502,0.000144402,1.375,9326572,251,557,163,45028.39264,149.4256377,17.59792983,9.262453115,4/15/14,NA,1136.5,0.15,111.4,23.8342,0.29259716,471.2106934,964.8649902,667.4509277,493.6542969,0.511630437,4,188.125,135.215,167498.732,89.359,51.748,69682.789,66.432,6.761,27919.307,46.443,8.818,18362.215,25.87,45.893,9.022943416,0.232226212,NA,NA
657,657M,M,3,CGN06620,nigra,parent,5.91E-05,8.86E-05,1.5,8793852,165,349,94,72523.3617,116.187472,16.59276211,5.665120696,4/13/14,678.7,925.8,0.21,66.8,21.69361,0.3271695,317.9697266,735.2866211,555.2060547,417.3168945,0.567556763,2,119.953,91.779,106320.901,57.625,27.068,42415.137,42.393,12.934,21413.641,29.418,11.991,17198.878,21.491,28.43,6.132655198,0.321721557,66.30268135,3.085137097
663,663M,M,3,CGN07143 ,rapa,parent,8.20E-05,0.000147684,1.8,11593306,150,334,96,85885.73958,125.8484239,21.87493814,4.38858384,4/12/14,1806.5,1488.6,0.2,103.6,23.33216,0.28566703,471.6965332,949.7470703,703.640625,478.0505371,0.503345103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.955,41.711,6.221020049,0.433928571,133.5889946,2.97161594
684,684M,M,3,CGN14031,oleracea,parent,0.000114866,0.000160812,1.4,5022660,196,464,144,28085.53472,213.2186934,44.55534664,3.231935354,4/20/14,3104,1152.5,0.18,78.9,NA,NA,NA,NA,NA,NA,NA,3,109.914,77.561,95601.006,112.67,83.803,26359.873,46.985,9.054,NA,45.368,7.207,17381.706,65.861,48.802,6.013446622,0.834740177,210.9998754,3.203715028
691,691M,M,3,CGN03969,carinata,hybrid,0.000108302,0.000196912,1.818181818,11208240,310,1073,390,24811.31538,222.0370123,21.14837274,18.44113515,4/17/14,1631.3,953.6,0.2,114.8,27.734525,0.38022304,441.7900391,920.9967041,601.3168945,479.206665,0.520313116,3,198.71,188.139,189821.425,114.075,78.777,95384.29,37.643,12.987,25154.049,28.243,11.758,18597.837,35.1,51.449,8.684071283,0.305749129,123.1362884,3.508156364
696,696M,M,3,CGN06627,nigra,parent,0.000121429,0.000144402,1.189189189,11157301,312,602,162,53974.7963,168.7396441,21.05225801,7.695136546,4/21/14,1879.5,1151.5,0.47,70.9,30.324957,0.38744102,330.3535156,732.5839844,508.9858398,402.2304688,0.549057142,4,187.537,143.445,162801.06,104.938,39.683,68635.319,42.328,6.47,17855.199,31.305,5.071,19941.584,46.708,70.056,10.25060978,0.658787024,137.9442888,2.953333237
708,708M,M,3,CGN03952,carinata,hybrid,8.53E-05,0.000137839,1.615384615,12143866,394,898,271,36604.64945,219.7951127,22.91376743,11.8269508,4/16/14,1766.3,909.2,0.09,85.4,15.233092,0.1287003,561.03125,985.62323,745.2366943,424.59198,0.430785281,3,143.871,109.404,132636.731,85.556,68.107,81828.616,42.328,13.109,25518.758,20.301,6.716,16008.324,43.139,47.702,7.26275763,0.505140515,131.1905997,3.041113602
719,719M,M,3,CGN06897,napus,hybrid,3.94E-05,0.000101738,2.583333333,5034960,161,259,58,62542.10345,169.4386455,44.66445829,1.298571666,4/21/14,5710.8,3581.1,0.49,199.1,25.545467,0.33169962,338.2729492,642.3769531,469.6552734,304.1040039,0.473404288,2,198.43,158.769,177592.39,117.631,88.215,103627.185,54.137,12.934,29665.09,30.593,9.406,20505.59,105.39,55.38,5.394525485,0.529331994,366.5256436,3.477802862
722,722M,M,3,CGN14070,oleracea,parent,8.20E-05,0.000150966,1.84,12187980,303,525,117,80515.5641,167.4066494,22.99700435,5.087619162,4/21/14,1543.8,1205.3,0.19,96.2,27.104242,0.49526562,359.5996094,703.6999512,517.3537598,344.1003418,0.488987304,5,195.179,151.675,167766.238,91.711,56.437,62023.895,65.844,13.521,25719.387,39.683,5.291,20393.388,32.803,36.719,6.411122323,0.340987526,117.9159014,3.594668214
731,731M,M,3,Ames 2795 ,rapa,parent,0.000134557,0.000216604,1.609756098,4871814,245,709,233,17308.43348,254.5491664,40.22937904,5.791787136,4/16/14,959.4,266.6,0.12,36.8,21.942204,0.39672757,348.6047363,711.7407227,526.2316895,363.1359863,0.510208247,3,113.811,96.447,109083.826,79.487,52.095,68048.985,23.826,7.11,19452.454,15.873,5.364,15352.003,24.791,39.829,7.999307282,0.673668478,83.0496827,3.349993252
732,732M,M,3,CGN14113,napus,hybrid,6.56E-05,0.000131275,2,5637920,227,449,128,34627.86719,224.6472579,46.55555829,2.74940318,4/21/14,1260.5,652.6,0.09,44,20.032299,0.28133984,314.3520508,588.5603027,456.6003418,274.208252,0.469763272,3,156.803,101.962,131310.869,97.577,68.267,83678.602,35.108,10.582,22351.465,21.164,10.655,15822.47,29.878,37.871,6.928369027,0.679045455,101.01378,3.380874891
749,749M,M,3,CGN07230,napus,hybrid,8.53E-05,0.000173939,2.038461538,6858676,168,439,141,37357.65248,241.1993533,56.63604491,2.489580623,4/21/14,2010.6,1287.9,0.21,74.5,14.717031,0.08834469,293.9672852,515.4196777,410.0209961,221.4523926,0.429654517,4,171.664,141.093,151026.63,90.543,64.668,73410.754,34.098,5.879,19598.649,32.922,8.23,18523.962,47.473,53.753,7.801522564,0.637221477,145.76592,3.070501549
774,774M,M,4,PI 459016 ,rapa,parent,0.00015753,0.000177221,1.125,6616299,475,970,252,20951.53175,351.5540529,54.63459818,4.612461854,4/23/14,639.5,632.5,0.05,33.8,25.975818,0.44611572,545.388916,1092.840698,771.1376953,547.4517822,0.537359489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,38.543,9.042073883,0.537573964,63.96394799,3.520305338
781,781M,M,4,PI 257240,juncea,hybrid,6.89E-05,0.000144402,2.095238095,6756677,185,287,56,77774.21429,198.0151415,55.79378032,1.003696105,4/21/14,4069.7,3744.6,0.23,205,19.023507,0.14003395,308.532959,591.2402344,458.5568848,282.7072754,0.478159738,4,164.609,101.124,137597.243,76.426,45.855,49451.148,41.152,9.406,26935.603,14.109,8.818,15237.691,74.018,46.829,5.443098716,0.361063415,268.615049,3.629050352
782,782M,M,4,PI 459020 ,rapa,parent,3.94E-05,0.000144402,NA,6502593.228,156.5336788,337.0362694,96.50259067,51655.34715,204.4332535,53.69566402,1.797291876,4/25/14,908.7,568.6,0.2,31.9,24.362927,0.58915258,325.9946289,719.328125,539.7817383,393.3334961,0.54680678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.317,39.363,7.673084837,0.824984326,80.02484135,3.040804094
822,822M,M,4,CGN17374,napus,hybrid,0.000111584,0.000154248,1.382352941,5018780,320,804,255,16295.09804,292.6977615,44.52092767,5.727643455,4/13/14,1164.9,570.1,0.18,55.6,23.287207,0.34210485,292.5505371,567.9829102,416.833252,275.432373,0.48493074,3,117.578,98.765,103299.024,71.723,43.504,53554.709,43.504,8.23,19722.292,24.691,9.41,18256.457,28.732,48.494,9.047010185,0.51676259,95.31013435,3.317211971
835,835M,M,4,CGN07145,rapa,parent,9.19E-05,0.000167376,1.821428571,5008190,104,487,193,21943.67358,214.0065438,44.42698801,4.344206273,4/20/14,5379.4,3274.2,0.54,195.1,24.840447,0.26389232,479.3933105,932.9456787,679.8183594,453.5523682,0.486150886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.051,68.084,6.806664522,0.512819067,346.7538009,3.465770466
846,846M,M,4,PI 633094,juncea,hybrid,0.000154248,0.000236295,1.531914894,4358284,368,1077,371,9458.679245,326.7629708,38.66175579,9.596046335,4/17/14,2895.9,2952.3,0.27,230.6,32.286896,0.75409716,368.3635254,828.104248,536.7348633,459.7407227,0.555172521,3,143.782,117.337,128460.072,95.385,70.547,79892.314,38.174,7.272,22239.486,37.413,8.685,18942.328,62.762,60.201,7.598980291,0.272168257,198.5843037,3.164085015
851,851M,M,4,CGN07129,oleracea,parent,0.000187067,0.00026255,1.403508772,6664824,342,742,205,27108.91707,306.5440494,55.0352971,3.724882226,4/20/14,1830.8,549.2,0.24,63.5,24.405454,0.41687814,501.6030273,929.2022705,665.1804199,427.5992432,0.460178862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.174,39.402,5.996628204,0.679905512,135.0387706,3.127779928
853,853M,M,4,PI 459018 ,rapa,parent,0.000137839,0.000147684,1.071428571,6291214,332,735,215,24004.57674,294.0518319,51.95018378,4.138580162,4/23/14,565.3,714.6,0.22,57.1,29.5358,0.74489881,524.2109375,1184.364868,839.800293,660.1539307,0.557390673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,30.298,8.006495286,0.250788091,59.53705986,4.157615912
856,856M,M,4,CGN06813,rapa,parent,8.53E-05,0.000177221,2.076923077,5034960,173,297,73,46720.67123,176.656067,44.66445829,1.634409165,4/21/14,NA,4714.5,0.66,329.5,10.93269,0.06228375,326.9675293,563.0273438,452.0908203,236.0598145,0.4301535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.39,63.134,6.00894791,0.335022762,NA,NA
863,863M,M,4,CGN06619,nigra,parent,9.19E-05,0.000173939,1.892857143,4262492,186,447,132,27163.28788,184.040877,35.19785573,3.750228452,4/14/14,704.7,806.7,0.09,62.6,25.271156,0.65670727,358.3525391,792.8662109,612.7011719,434.5136719,0.548028994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.624,33.558,7.389407545,0.329456869,67.85388205,3.290044707
890,890M,M,4,PI 470241,juncea,hybrid,0.000147684,0.000164094,1.111111111,5008403,242,608,195,20225.48205,254.9928402,44.42887469,4.389037565,4/20/14,872.7,735.9,NA,41,29.483756,0.69525155,496.6518555,1056.986328,749.9169922,560.3344727,0.530124617,3,246.259,174.019,218339.508,67.061,55.274,65298.502,45.855,14.109,25955.009,18.812,10.582,18972.655,20.009,31.389,7.017215079,0.48802439,77.877025,3.892099805
893,893M,M,4,PI 173857,juncea,hybrid,7.88E-05,0.000167376,2.125,4245707,138,420,144,24555.05556,191.9024263,37.66310025,3.82337086,4/16/14,1506.8,1017.6,0.17,74.2,28.965935,0.54745952,428.4477539,943.3221436,616.3088379,514.8743896,0.545809714,2,204.815,146.387,169846.402,113.842,68.783,88817.191,65.309,9.7,33131.771,25.815,8.993,15942.225,35.4,53.228,8.946198233,0.477088949,115.7084235,3.268599534
907,907M,M,4,CGN06620,nigra,parent,9.85E-05,0.000134557,1.366666667,5016176,272,804,271,15536.71218,287.1555565,44.49782794,6.090184905,4/13/14,1048.1,1045.9,0.26,84.8,27.417364,0.49767404,NA,NA,NA,NA,NA,3,109.347,82.305,96806.578,61.141,24.691,45988.354,37.625,9.406,16902.6,19.988,5.879,15899.455,34.023,44.271,7.589847143,0.401214623,88.34166354,2.596527747
913,913M,M,4,CGN07143 ,rapa,parent,0.000108302,0.000180503,1.666666667,5014900,205,784,298,14162.80537,292.7534622,44.48650871,6.69866008,4/11/14,1268.5,678.3,0.23,71.3,NA,0.03947212,519.2944336,824.8590698,712.1269531,305.5646362,0.370444658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,32.947,5.998499351,0.423113604,101.4910725,3.364196251
916,916M,M,4,CGN06709 ,rapa,parent,8.20E-05,0.00015753,1.92,5021358,190,471,148,26330.26351,224.3722553,44.54379677,3.322572631,4/12/14,1125.6,1156.9,0.3,99.7,21.947942,0.3433979,487.7287598,953.6000977,698.4916992,465.8713379,0.488539524,2,149.072,111.115,130950.826,113.76,78.503,93829.027,30.877,8.862,21604.938,26.47,7.937,18391.765,28.947,40.777,7.579027635,0.290341023,92.96543484,3.211574078
934,934M,M,4,CGN14031,oleracea,parent,0.000131275,0.000196912,1.5,5020681.081,363.6578125,965.1390625,320.378125,12711.09531,314.7398674,44.53779191,7.193956246,4/17/14,1371.9,262.1,0.25,40,16.434089,0.15236736,559.1647949,1007.395447,766.9176025,448.2306519,0.444940121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,32.022,5.547149751,0.8331,107.6600784,3.230706948
946,946M,M,4,CGN06627,nigra,parent,0.000150966,0.000226449,1.5,5023954,329,985,353,11628.54391,327.6729524,44.56682554,7.92068979,4/21/14,1626.6,1283.4,0.28,98.4,29.582212,0.45498393,349.7102051,800.2700195,514.052002,450.5598145,0.563009739,3,135.215,102.293,118457.397,132.863,84.656,100897.698,38.801,11.758,22885.697,33.51,NA,13579.78,40.771,72.175,11.30345242,0.414339431,122.855879,3.013315322
948,948M,M,4,PI120923,juncea,hybrid,0.000118147,0.000144402,1.222222222,5027838,321,845,286,14471.97203,303.7371498,44.60127998,6.412372024,4/17/14,2612.7,2023.6,0.35,138.5,23.938899,0.30388314,538.6828613,1051.375854,744.4862671,512.6929932,0.487640068,4,190.476,138.742,167799.676,81.129,54.086,72667.339,31.746,12.93,18078.379,24.691,9.41,15762.592,47.002,58.7,8.562092831,0.339364621,181.6881485,3.865540795
958,958M,M,4,CGN03952,carinata,hybrid,9.85E-05,0.00015753,1.6,5023954,404,819,250,16402.232,292.4878853,44.56682554,5.609553676,4/17/14,2744.8,1889.6,0.15,177.5,NA,NA,NA,NA,NA,NA,NA,4,192.828,122.281,160325.081,108.172,102.293,96642.498,50.558,9.406,25587.19,31.746,8.23,13226.736,60.386,57.559,7.407047143,0.340202817,189.5694412,3.139294559
960,960M,M,4,CGN03976,carinata,hybrid,0.000131275,0.00021004,1.6,5009730,395,836,248,15768.18548,311.8486541,44.44064633,5.580476894,4/14/14,3656.9,958.6,0.13,115.8,NA,NA,NA,NA,NA,NA,NA,3,162.296,128.16,150805.315,78.812,67.019,68066.87,49.383,15.465,27350.08,34.179,12.934,26513.349,34.898,41.445,7.015713974,0.301364421,243.9867548,6.991425149
969,969M,M,4,CGN06897,napus,hybrid,5.91E-05,9.19E-05,1.555555556,5022660,242,336,72,41573.75,195.3614671,44.55534946,1.615967574,4/15/14,3308.3,2243.9,0.3,179,21.677026,0.31914047,378.4099121,710.7189941,512.611084,332.309082,0.46756747,2,176.465,111.755,157202.89,147.203,105.925,122537.63,37.643,15.285,30574.919,46.096,10.647,23799.415,76.781,44.051,5.027231559,0.428944134,223.1887332,2.906822433
972,972M,M,4,CGN14070,oleracea,parent,8.86E-05,0.000137839,1.555555556,5018780,231,400,100,33732.22,203.1416522,44.5209305,2.246134546,4/20/14,2996.8,2234.7,0.3,173.8,NA,NA,NA,NA,NA,NA,NA,5,191.652,165.785,177541.067,142.269,112.875,123669.861,39.976,7.05,22880.254,35.27,8.818,15532.413,56.299,43.979,5.861314294,0.323929804,204.6041557,3.634241384
982,982M,M,4,CGN14113,napus,hybrid,6.56E-05,0.000134557,2.05,5038848,176,373,101,41368.83168,196.7181419,44.69894822,2.259560997,4/20/14,3110.9,2646.8,0.31,184.4,32.344048,0.49954562,NA,NA,NA,6.302734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.723,48.179,6.083371943,0.340146421,211.4115402,3.370558491
999,999M,M,4,CGN07230,napus,hybrid,6.24E-05,0.000108302,1.736842105,12185135,127,243,65,135637.2154,115.4053191,22.99163623,2.827115014,4/20/14,3459.2,2539.3,0.26,173.6,26.190549,0.63392816,465.8984375,924.487915,667.4064941,458.5894775,0.496047022,4,219.871,181.07,199353.633,114.051,76.426,94225.619,51.73,9.41,19106.408,22.34,9.406,15449.984,71.998,67.336,7.935733922,0.414735023,232.1916634,3.224973797
1024,1024M,M,5,PI 459016 ,rapa,parent,0.000114866,0.000160812,1.4,12199360,240,525,146,66292.00685,165.5015374,23.01847681,6.342730721,4/25/14,670.9,582.1,0.11,44.7,22.504176,0.31409493,329.0385742,660.5300293,487.2485352,331.4914551,0.499853004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.422,37.592,9.572493555,0.345011186,65.83732114,4.269052078
1032,1032M,M,5,PI 459020 ,rapa,parent,0.000134557,0.000193631,1.43902439,11018758,346,810,237,39087.46186,189.4690755,20.79084685,11.39924707,4/17/14,587.1,308.4,0.11,39.6,29.625432,0.41594663,532.3029785,1136.420654,726.9505615,604.1176758,0.531596881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.812,27.969,7.033695063,0.399292929,60.83768198,3.847564001
